Binomial,Year,cwl,Body_mass.g.,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Trichothraupis_melanops,2006,,27,,-47.460382,-23.851281
Trichothraupis_melanops,2013,80,54,,-47.0125,-23.963889
Trichothraupis_melanops,2006,,27,,-47.460382,-23.851281
Trichothraupis_melanops,2007,88.9,27,,-48.541493,-25.587558
Trichothraupis_melanops,2001,,26,9.4,-48.52396,-27.71722
Trichothraupis_melanops,2009,78.1,26,,-48.541493,-25.587558
Trichothraupis_melanops,2006,,22.5,,-47.446516,-23.833638
Trichothraupis_melanops,2015,80,,,-47.253177,-24.086093
Trichothraupis_melanops,2010,80,22,8.8,-50.6967,-24.1431
Trichothraupis_melanops,2007,85.1,27,,-48.541493,-25.587558
Trichothraupis_melanops,1999,79,23,,-47.841667,-21.971667
Trichothraupis_melanops,2015,77,23,,-46.369417,-23.842417
Trichothraupis_melanops,2018,82,22,7.7,-49.402289,-22.529975
Trichothraupis_melanops,2015,,25,,-47.245302,-24.06865
Trichothraupis_melanops,1999,79,21,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,25.5,,-47.446516,-23.833638
Trichothraupis_melanops,2013,80,22.5,,-49.405145,-28.599546
Trichothraupis_melanops,2006,,24.5,,-47.46575,-23.903054
Trichothraupis_melanops,2005,81,25,,-47.684,-23.915
Trichothraupis_melanops,2008,84.3,27,,-48.541493,-25.587558
Trichothraupis_melanops,2005,,20,,-47.377344,-23.957743
Trichothraupis_melanops,2006,,23,,-47.452334,-23.920014
Trichothraupis_melanops,2006,,,,-47.396673,-23.947513
Trichothraupis_melanops,2013,77,21,9,-50.6967,-24.1431
Trichothraupis_melanops,1999,,23,,-48.364722,-24.304722
Trichothraupis_melanops,2015,82,,,-47.245302,-24.06865
Trichothraupis_melanops,2014,75,26,,-48.541493,-25.587558
Trichothraupis_melanops,2017,79,,,-47.245302,-24.06865
Trichothraupis_melanops,2012,82,21,9.4,-50.6967,-24.1431
Trichothraupis_melanops,2013,80,24,,-49.405145,-28.599546
Trichothraupis_melanops,2008,80.7,24,,-48.541493,-25.587558
Trichothraupis_melanops,2001,86.4,25,8.8,-48.52396,-27.71722
Trichothraupis_melanops,2006,,24,,-47.48322,-23.886254
Trichothraupis_melanops,2006,82,24,,-48.541493,-25.587558
Trichothraupis_melanops,2004,79,25,6.6,-42.737667,-22.4084
Trichothraupis_melanops,2016,,18.2,,-54.487792,-25.619635
Trichothraupis_melanops,2001,84.6,26,9.8,-48.52396,-27.71722
Trichothraupis_melanops,2000,,21,7.3,-48.416666,-24.316666
Trichothraupis_melanops,2007,81,20,5.63,-48.054843,-20.091019
Trichothraupis_melanops,2015,71,,,-47.198404,-24.045634
Trichothraupis_melanops,2015,75,,,-47.245302,-24.06865
Trichothraupis_melanops,1996,,22,,-44.202778,-23.175
Trichothraupis_melanops,2013,82,21.5,7.3,-41.74221111,-20.49504444
Trichothraupis_melanops,2006,,23,,-47.478972,-23.893093
Trichothraupis_melanops,2011,,20,,-50.6967,-24.1431
Trichothraupis_melanops,2006,,24,,-47.436016,-23.880844
Trichothraupis_melanops,2010,77,34,,-46.016667,-23.033333
Trichothraupis_melanops,2000,,24,,-48.416666,-24.316666
Trichothraupis_melanops,2007,,25.5,,-44.202778,-23.175
Trichothraupis_melanops,2017,74,,,-47.245302,-24.06865
Trichothraupis_melanops,1999,,23,,-48.364722,-24.304722
Trichothraupis_melanops,1996,86,24,6.6,-44.204194,-23.183073
Trichothraupis_melanops,2006,,24,,-47.480162,-23.913781
Trichothraupis_melanops,2006,80,22,,-47.81,-23.95
Trichothraupis_melanops,2003,84,27,,-48.541493,-25.587558
Trichothraupis_melanops,2012,83,29.5,,-49.405145,-28.599546
Trichothraupis_melanops,1996,88,22.5,,-44.202778,-23.175
Trichothraupis_melanops,2017,76.1,24,,-48.541493,-25.587558
Trichothraupis_melanops,2006,,11.5,,-47.81,-23.95
Trichothraupis_melanops,1999,78,22,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,26,,-47.490814,-23.873765
Trichothraupis_melanops,2001,,26.5,8,-48.40777778,-24.278333
Trichothraupis_melanops,2001,,22,8.5,-48.416666,-24.316666
Trichothraupis_melanops,2017,,26,,-47.198404,-24.045634
Trichothraupis_melanops,2005,,26,,-47.453913,-23.907938
Trichothraupis_melanops,2008,85.1,24,,-48.541493,-25.587558
Trichothraupis_melanops,2010,75.4,25,,-48.541493,-25.587558
Trichothraupis_melanops,2011,84.6,20,,-54.487792,-25.619635
Trichothraupis_melanops,2006,,24,,-47.446516,-23.833638
Trichothraupis_melanops,2005,80,25,5.9,-44.120167,-22.990433
Trichothraupis_melanops,2007,,23.5,,-47.443783,-23.867903
Trichothraupis_melanops,2005,80,21,,-45.982,-23.633
Trichothraupis_melanops,2013,75.4,21,,-54.487792,-25.619635
Trichothraupis_melanops,2012,84,28.5,,-49.405145,-28.599546
Trichothraupis_melanops,2000,,22,8.8,-48.416666,-24.316666
Trichothraupis_melanops,2017,79,,,-47.253177,-24.086093
Trichothraupis_melanops,2000,,26,,-48.416666,-24.316666
Trichothraupis_melanops,2012,,18,,-50.6967,-24.1431
Trichothraupis_melanops,2017,82.2,26,,-48.541493,-25.587558
Trichothraupis_melanops,1999,77,,,-47.841667,-21.971667
Trichothraupis_melanops,2013,80,24.5,7,-41.74221111,-20.49504444
Trichothraupis_melanops,2005,,23,,-47.452334,-23.920014
Trichothraupis_melanops,2000,,22.5,7.8,-48.416666,-24.316666
Trichothraupis_melanops,2000,,22.5,9.3,-48.416666,-24.316666
Trichothraupis_melanops,2001,,27,,-48.541493,-25.587558
Trichothraupis_melanops,1999,79,,,-47.841667,-21.971667
Trichothraupis_melanops,2013,78.6,21,,-54.487792,-25.619635
Trichothraupis_melanops,2012,,23,,-50.6967,-24.1431
Trichothraupis_melanops,2008,77,22,6.2,-48.054843,-20.091019
Trichothraupis_melanops,2007,,25.5,,-47.449187,-23.854583
Trichothraupis_melanops,2013,78.6,22,,-54.487792,-25.619635
Trichothraupis_melanops,2015,82.3,27,,-48.541493,-25.587558
Trichothraupis_melanops,1999,,23,,-48.364722,-24.304722
Trichothraupis_melanops,2013,76,20,,-54.487792,-25.619635
Trichothraupis_melanops,1996,86,24,,-44.204194,-23.183073
Trichothraupis_melanops,2006,,23,,-47.446516,-23.833638
Trichothraupis_melanops,2006,84,23,,-46.028,-22.977
Trichothraupis_melanops,2000,,22,8.5,-48.416666,-24.316666
Trichothraupis_melanops,2000,,28,7.7,-48.416666,-24.316666
Trichothraupis_melanops,2010,78.5,,,-46.016667,-23.033333
Trichothraupis_melanops,2006,84,22,,-46.02,-23.039
Trichothraupis_melanops,2003,76.2,29,,-48.541493,-25.587558
Trichothraupis_melanops,2015,,21.5,,-46.369417,-23.842417
Trichothraupis_melanops,2013,80,54.5,,-47.0125,-23.963889
Trichothraupis_melanops,2006,,25,,-47.446516,-23.833638
Trichothraupis_melanops,2014,79.1,22,,-54.487792,-25.619635
Trichothraupis_melanops,2012,79.2,23,,-54.487792,-25.619635
Trichothraupis_melanops,2006,,23.5,,-47.436016,-23.880844
Trichothraupis_melanops,1999,87,22,,-47.841667,-21.971667
Trichothraupis_melanops,2007,76,21,7.1,-48.054843,-20.091019
Trichothraupis_melanops,2006,,23,,-47.48322,-23.886254
Trichothraupis_melanops,2011,82.8,21,,-54.487792,-25.619635
Trichothraupis_melanops,2010,81,22.5,,-46.016667,-23.033333
Trichothraupis_melanops,2012,88,25,,-47.949986,-24.16386
Trichothraupis_melanops,2014,81,23,8.9,-49.398056,-22.530694
Trichothraupis_melanops,2017,77.1,26,,-48.675863,-25.301518
Trichothraupis_melanops,1999,82,22,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,25.5,,-47.449187,-23.854583
Trichothraupis_melanops,2007,,22.5,,-47.410015,-23.951935
Trichothraupis_melanops,2001,80,24,9.3,-48.474789,-27.585696
Trichothraupis_melanops,2017,80,,,-47.245302,-24.06865
Trichothraupis_melanops,2010,79,22.5,,-46.016667,-23.033333
Trichothraupis_melanops,1996,,25.5,,-44.202778,-23.175
Trichothraupis_melanops,2015,80,23,,-46.340917,-23.855861
Trichothraupis_melanops,2004,81.6,24,,-48.541493,-25.587558
Trichothraupis_melanops,2006,,,,-47.480381,-23.876407
Trichothraupis_melanops,2012,,20,,-50.6967,-24.1431
Trichothraupis_melanops,2013,80,28,,-48.892222,-25.985278
Trichothraupis_melanops,2013,78,24,,-49.405145,-28.599546
Trichothraupis_melanops,2006,85,21,,-47.81,-23.95
Trichothraupis_melanops,1999,78,20,,-47.841667,-21.971667
Trichothraupis_melanops,2004,75,22,8.1,-42.98,-22.41
Trichothraupis_melanops,2013,83,26,,-48.895407,-25.97896
Trichothraupis_melanops,2012,,21,,-47.59842,-22.21617
Trichothraupis_melanops,2010,78,,11.4,-50.6967,-24.1431
Trichothraupis_melanops,2000,,20.5,7.5,-48.416666,-24.316666
Trichothraupis_melanops,2001,83.5,26,9,-48.474789,-27.585696
Trichothraupis_melanops,2017,82,20,7.3,-49.398056,-22.530694
Trichothraupis_melanops,2006,74.3,30,,-47,-23.833333
Trichothraupis_melanops,2002,83.1,,,-48.541493,-25.587558
Trichothraupis_melanops,1999,88,21,,-47.841667,-21.971667
Trichothraupis_melanops,2001,,25,,-48.40777778,-24.278333
Trichothraupis_melanops,2005,,22,,-47.449741,-23.843869
Trichothraupis_melanops,2006,79.6,30,,-47,-23.833333
Trichothraupis_melanops,2006,,23.5,,-47.446516,-23.833638
Trichothraupis_melanops,2002,80,25,14.8,-42.38333,-22.5
Trichothraupis_melanops,2010,84,20,,-48.433333,-23.266667
Trichothraupis_melanops,2017,81,,,-47.245302,-24.06865
Trichothraupis_melanops,2010,76,22,,-46.016667,-23.033333
Trichothraupis_melanops,2007,85,81,5.35,-49.241106,-25.442986
Trichothraupis_melanops,1999,83,23,,-47.841667,-21.971667
Trichothraupis_melanops,1999,82,19,,-47.841667,-21.971667
Trichothraupis_melanops,2000,,19.5,,-48.416666,-24.316666
Trichothraupis_melanops,2017,78.75,24,,-48.681405,-25.29377
Trichothraupis_melanops,1999,,23,,-48.364722,-24.304722
Trichothraupis_melanops,2012,84.7,25,,-48.541493,-25.587558
Trichothraupis_melanops,2017,80,,,-47.245302,-24.06865
Trichothraupis_melanops,2017,80.35,23,,-48.673631,-25.304749
Trichothraupis_melanops,2010,81,,,-46.016667,-23.033333
Trichothraupis_melanops,2012,84.5,24,,-48.541493,-25.587558
Trichothraupis_melanops,2008,79.9,26,,-48.541493,-25.587558
Trichothraupis_melanops,2006,80,20.5,,-47.81,-23.95
Trichothraupis_melanops,2004,79.3,25,,-48.541493,-25.587558
Trichothraupis_melanops,2017,80,,,-47.245302,-24.06865
Trichothraupis_melanops,2010,77,22,,-46.016667,-23.033333
Trichothraupis_melanops,2007,80.9,36,6.2,-49.308679,-25.42167
Trichothraupis_melanops,2002,80,,5.3,-51.952041,-23.893635
Trichothraupis_melanops,2006,,22,,-47.422488,-23.857596
Trichothraupis_melanops,2010,81,24,12.7,-50.6967,-24.1431
Trichothraupis_melanops,2006,79,30,,-47,-23.833333
Trichothraupis_melanops,2011,73.7,21,,-54.487792,-25.619635
Trichothraupis_melanops,2004,78,25,,-48.541493,-25.587558
Trichothraupis_melanops,2005,,24,,-46.028,-22.977
Trichothraupis_melanops,2006,,24.5,,-47.471961,-23.867741
Trichothraupis_melanops,2013,,25,,-48.892222,-25.985278
Trichothraupis_melanops,1997,77.1,16,,-48.422847,-25.356797
Trichothraupis_melanops,2006,,25,,-47.48322,-23.886254
Trichothraupis_melanops,2014,77.6,22,,-54.487792,-25.619635
Trichothraupis_melanops,2005,,25,,-47.452334,-23.920014
Trichothraupis_melanops,1999,,23.5,,-48.364722,-24.304722
Trichothraupis_melanops,2006,,22,,-47.475802,-23.851386
Trichothraupis_melanops,2013,83,16,,-49.671408,-28.649798
Trichothraupis_melanops,1999,,23.5,7.4,-48.364722,-24.304722
Trichothraupis_melanops,2005,76,21,,-46.400954,-23.843052
Trichothraupis_melanops,2006,,23,,-47.436016,-23.880844
Trichothraupis_melanops,2017,73,24.1,,-50.178935,-29.482103
Trichothraupis_melanops,2000,,22,9,-48.416666,-24.316666
Trichothraupis_melanops,2013,75,24,7,-41.84374722,-20.41793889
Trichothraupis_melanops,2006,,,,-47.449187,-23.854583
Trichothraupis_melanops,2015,77,24,8.3,-49.402289,-22.529975
Trichothraupis_melanops,2012,80,21,11.2,-50.6973,-24.1445
Trichothraupis_melanops,2002,,24,7.8,-48.40777778,-24.278333
Trichothraupis_melanops,2001,80,23,11,-42.38333,-22.5
Trichothraupis_melanops,2017,78.1,25,,-48.541493,-25.587558
Trichothraupis_melanops,1999,,23.5,,-48.364722,-24.304722
Trichothraupis_melanops,2006,,22.5,,-47.475802,-23.851386
Trichothraupis_melanops,2000,,25.5,,-48.416666,-24.316666
Trichothraupis_melanops,2002,84.3,23,,-45.427917,-23.593222
Trichothraupis_melanops,2000,75,23,8.9,-46.971111,-23.666389
Trichothraupis_melanops,2001,80.6,26,9.3,-48.474789,-27.585696
Trichothraupis_melanops,2017,74.3,27.5,,-48.673631,-25.304749
Trichothraupis_melanops,2006,82,23.5,,-47.684,-23.915
Trichothraupis_melanops,2006,75,21,,-46.02,-23.039
Trichothraupis_melanops,2006,,22.5,,-47.453913,-23.907938
Trichothraupis_melanops,1999,,11,,-48.364722,-24.304722
Trichothraupis_melanops,2006,83,21,,-47.81,-23.95
Trichothraupis_melanops,2010,86,20,,-48.433333,-23.266667
Trichothraupis_melanops,1996,83,23,6.8,-44.204194,-23.183073
Trichothraupis_melanops,2014,80,21,8.4,-49.398056,-22.530694
Trichothraupis_melanops,2013,80,23,9.25,-47.949986,-24.16386
Trichothraupis_melanops,2006,81,,,-47.81,-23.95
Trichothraupis_melanops,2006,78.1,28,,-48.541493,-25.587558
Trichothraupis_melanops,2010,83,25,,-44.607931,-22.452726
Trichothraupis_melanops,2012,87,24,,-49.405145,-28.599546
Trichothraupis_melanops,2010,75,23.5,,-46.016667,-23.033333
Trichothraupis_melanops,2011,78.5,27,,-48.541493,-25.587558
Trichothraupis_melanops,2001,86.1,28,,-48.541493,-25.587558
Trichothraupis_melanops,2006,84,23.5,5.7,-44.583333,-22.366667
Trichothraupis_melanops,2012,84,26,6.4,-47.949986,-24.16386
Trichothraupis_melanops,2014,65,40,9.2,-41.74221111,-20.49504444
Trichothraupis_melanops,1999,,22.5,,-48.364722,-24.304722
Trichothraupis_melanops,2010,82,,,-46.016667,-23.033333
Trichothraupis_melanops,2015,82,26,,-48.541493,-25.587558
Trichothraupis_melanops,2006,,23,,-47.480381,-23.876407
Trichothraupis_melanops,2006,80,23,,-47.81,-23.95
Trichothraupis_melanops,1997,80.8,20,,-48.422847,-25.356797
Trichothraupis_melanops,2006,77,21,5.8,-51.952041,-23.893635
Trichothraupis_melanops,2006,,22,,-47.460382,-23.851281
Trichothraupis_melanops,2003,74.9,29,,-48.541493,-25.587558
Trichothraupis_melanops,2000,,23.5,,-48.416666,-24.316666
Trichothraupis_melanops,2017,85,30,,-48.541493,-25.587558
Trichothraupis_melanops,2005,,22,,-47.453913,-23.907938
Trichothraupis_melanops,2006,81.3,30,,-47,-23.833333
Trichothraupis_melanops,2014,77.5,22,,-54.487792,-25.619635
Trichothraupis_melanops,2005,86,25,,-47.684,-23.915
Trichothraupis_melanops,1999,,21.5,,-48.364722,-24.304722
Trichothraupis_melanops,2005,,22,,-47.449741,-23.843869
Trichothraupis_melanops,2013,87,26,,-49.671408,-28.649798
Trichothraupis_melanops,2012,88,22,10.3,-41.74221111,-20.49504444
Trichothraupis_melanops,2001,86,25,10,-42.38333,-22.5
Trichothraupis_melanops,2007,,24.5,,-47.410015,-23.951935
Trichothraupis_melanops,1999,,25.5,8,-48.364722,-24.304722
Trichothraupis_melanops,2006,,21.5,,-47.471961,-23.867741
Trichothraupis_melanops,2007,,22,,-49.308679,-25.42167
Trichothraupis_melanops,1999,86,21,,-47.841667,-21.971667
Trichothraupis_melanops,2017,85,24,8.2,-49.398056,-22.530694
Trichothraupis_melanops,2004,88,29,9,-42.98,-22.41
Trichothraupis_melanops,2000,,21.5,6.8,-48.416666,-24.316666
Trichothraupis_melanops,2016,82.3,27,,-48.541493,-25.587558
Trichothraupis_melanops,1999,84,22,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,25.5,,-47.449187,-23.854583
Trichothraupis_melanops,2014,79,24,7.7,-49.398056,-22.530694
Trichothraupis_melanops,2010,81,19,,-48.433333,-23.266667
Trichothraupis_melanops,2001,,25.5,,-48.40777778,-24.278333
Trichothraupis_melanops,1999,84,21,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,24,,-47.460382,-23.851281
Trichothraupis_melanops,2006,80,24,,-47.81,-23.95
Trichothraupis_melanops,2015,76.4,27,,-48.541493,-25.587558
Trichothraupis_melanops,2010,81,19,10.9,-50.6973,-24.1445
Trichothraupis_melanops,2001,82.2,25,8.7,-48.474789,-27.585696
Trichothraupis_melanops,2006,,21.5,,-45.982,-23.633
Trichothraupis_melanops,2005,,24,,-47.480162,-23.913781
Trichothraupis_melanops,2013,79,21.5,7,-41.74221111,-20.49504444
Trichothraupis_melanops,2006,,27.5,,-47.446516,-23.833638
Trichothraupis_melanops,2005,,20,,-47.410015,-23.951935
Trichothraupis_melanops,2005,81,24,,-46.02,-23.039
Trichothraupis_melanops,2006,78,22,,-47.684,-23.915
Trichothraupis_melanops,2004,79,25,9.4,-42.98,-22.41
Trichothraupis_melanops,2007,,28.5,,-47.478972,-23.893093
Trichothraupis_melanops,2014,79.1,24,,-48.541493,-25.587558
Trichothraupis_melanops,2017,78.3,25.5,,-48.673631,-25.304749
Trichothraupis_melanops,1996,82,24,7.1,-44.204194,-23.183073
Trichothraupis_melanops,2007,79.3,25,,-47,-23.833333
Trichothraupis_melanops,2010,73.4,23,,-46.016667,-23.033333
Trichothraupis_melanops,2014,79.6,21.5,,-54.487792,-25.619635
Trichothraupis_melanops,2006,,22,,-47.480381,-23.876407
Trichothraupis_melanops,2005,,18,,-47.405913,-23.96164
Trichothraupis_melanops,1999,,19.5,,-48.364722,-24.304722
Trichothraupis_melanops,2016,87.7,29,,-48.541493,-25.587558
Trichothraupis_melanops,2005,,,,-47.446516,-23.833638
Trichothraupis_melanops,1999,84,20,,-47.841667,-21.971667
Trichothraupis_melanops,2006,,22,,-47.436016,-23.880844
Trichothraupis_melanops,2013,,,,-48.892222,-25.985278
Trichothraupis_melanops,2002,79,24,10.3,-42.38333,-22.5
Trichothraupis_melanops,2012,73.7,22,,-54.487792,-25.619635
Trichothraupis_melanops,2006,95,23,,-45.982,-23.633
Trichothraupis_melanops,2002,81,26,,-48.541493,-25.587558
Trichothraupis_melanops,2005,,23,,-47.377344,-23.957743
Trichothraupis_melanops,2006,,24,,-47.480381,-23.876407
Trichothraupis_melanops,2006,,23,,-47.684,-23.915
Trichothraupis_melanops,2005,76,22,6.3,-43.787333,-22.370933
Trichothraupis_melanops,1999,,23,,-48.364722,-24.304722
Trichothraupis_melanops,2006,84,24,,-48.541493,-25.587558
Trichothraupis_melanops,2012,,27,,-48.992205,-25.49548
Trichothraupis_melanops,2012,,24,,-48.992205,-25.49548
Trichothraupis_melanops,2012,,21.5,,-48.992205,-25.49548
Trichothraupis_melanops,2012,,24.8,,-48.992205,-25.49548
Trichothraupis_melanops,2015,87,22,,-51.2525,-23.4425
Trichothraupis_melanops,2015,,25,,-51.2525,-23.4425
Trichothraupis_melanops,2015,85,16.5,,-51.2525,-23.4425
Trichothraupis_melanops,2015,80,22,,-51.2525,-23.4425
Trichothraupis_melanops,2015,78,21,,-51.2525,-23.4425
Trichothraupis_melanops,2015,83,21.5,,-51.2525,-23.4425
Trichothraupis_melanops,2012,,28.3,,-48.992205,-25.49548
Trichothraupis_melanops,2015,76,21,,-51.2525,-23.4425
Turdus_leucomelas,2017,120,69,,-47.543972,-22.396028
Turdus_leucomelas,2012,,,,-40.421322,-20.415332
Turdus_leucomelas,2015,118,66,14.38,-47.543972,-22.396028
Turdus_leucomelas,2015,116,78,15.19,-47.543972,-22.396028
Turdus_leucomelas,2015,118,74.5,11.5,-47.543972,-22.396028
Turdus_leucomelas,2017,118,64.6,,-47.543972,-22.396028
Turdus_leucomelas,2016,116,67,12.38,-47.543972,-22.396028
Turdus_leucomelas,2014,102.2,65,12.3,-47.543972,-22.396028
Turdus_leucomelas,2015,116,72,7.3,-47.543972,-22.396028
Turdus_leucomelas,2017,122,71.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,108,68,13.1,-47.543972,-22.396028
Turdus_leucomelas,2016,116,70,11.06,-47.543972,-22.396028
Turdus_leucomelas,2014,120,68,10.5,-47.543972,-22.396028
Turdus_leucomelas,2017,125,74,,-47.543972,-22.396028
Turdus_leucomelas,2017,113,60.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,112,66,15.23,-47.543972,-22.396028
Turdus_leucomelas,2015,120,74,12.8,-47.543972,-22.396028
Turdus_leucomelas,2017,121,65.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,112,54,13.1,-47.543972,-22.396028
Turdus_leucomelas,2017,122,64,,-47.543972,-22.396028
Turdus_leucomelas,2015,123,80,11.07,-47.543972,-22.396028
Turdus_leucomelas,2012,115,69,,-47.543972,-22.396028
Turdus_leucomelas,2017,121,68.8,,-47.543972,-22.396028
Turdus_leucomelas,2017,105,71.4,,-47.543972,-22.396028
Turdus_leucomelas,2016,123,62.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,116,77,12.86,-47.543972,-22.396028
Turdus_leucomelas,2017,127,67.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,116,69,11.5,-47.543972,-22.396028
Turdus_leucomelas,2015,119,75,10.39,-47.543972,-22.396028
Turdus_leucomelas,2016,115,70,13.8,-47.543972,-22.396028
Turdus_leucomelas,2014,116.1,66,15.3,-47.543972,-22.396028
Turdus_leucomelas,2007,,62,,-44.066667,-22.583333
Turdus_leucomelas,2015,116,74,12.79,-47.543972,-22.396028
Turdus_leucomelas,2016,114,65,14.28,-47.543972,-22.396028
Turdus_leucomelas,2014,115.3,82,12.3,-47.543972,-22.396028
Turdus_leucomelas,2010,109,63,10.3,-35.746496,-6.968757
Turdus_leucomelas,2015,116,72,11.78,-47.543972,-22.396028
Turdus_leucomelas,2017,111,64.6,,-47.543972,-22.396028
Turdus_leucomelas,2014,109.1,75,10.5,-47.543972,-22.396028
Turdus_leucomelas,2017,119,72.2,,-47.543972,-22.396028
Turdus_leucomelas,2016,120,73.4,11.2,-47.543972,-22.396028
Turdus_leucomelas,2014,117,,,-47.543972,-22.396028
Turdus_leucomelas,2017,118,71.2,,-47.543972,-22.396028
Turdus_leucomelas,2016,114,81,13.97,-47.543972,-22.396028
Turdus_leucomelas,2017,123,69.2,,-47.543972,-22.396028
Turdus_leucomelas,2016,114,72,8.8,-47.543972,-22.396028
Turdus_leucomelas,2015,123,65,14.66,-47.543972,-22.396028
Turdus_leucomelas,2017,120,69,,-47.543972,-22.396028
Turdus_leucomelas,2017,122,67.4,,-47.543972,-22.396028
Turdus_leucomelas,2017,125,60.4,,-47.543972,-22.396028
Turdus_leucomelas,2016,112,65,,-47.543972,-22.396028
Turdus_leucomelas,2017,122,72.4,,-47.543972,-22.396028
Turdus_leucomelas,2013,118.3,,,-40.423167,-20.596611
Turdus_leucomelas,2017,122,69.8,,-47.543972,-22.396028
Turdus_leucomelas,2015,124,63,11.16,-47.543972,-22.396028
Turdus_leucomelas,2016,117,64,,-47.543972,-22.396028
Turdus_leucomelas,2015,110.7,69,14.21,-47.543972,-22.396028
Turdus_leucomelas,2015,117,75,7.6,-47.543972,-22.396028
