Binomial,Year,cwl,Body_mass.g.,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Ilicura_militaris,2015,,15,,-47.245302,-24.06865
Turdus_rufiventris,2003,117,69,5.44,-52.53671,-32.538503
Turdus_rufiventris,2004,,83,,-49.356283,-25.583954
Turdus_rufiventris,2016,101,70,,-50.178935,-29.482103
Turdus_rufiventris,2003,118,76,5.68,-52.53671,-32.538503
Turdus_rufiventris,2003,124,74,6.51,-52.53671,-32.538503
Turdus_rufiventris,2017,100,78.7,,-51.737332,-30.057747
Turdus_rufiventris,2004,98,73.5,,-51.302929,-30.051014
Turdus_rufiventris,2017,102.5,67.6,,-51.737332,-30.057747
Turdus_rufiventris,2007,120.8,,6.36,-49.285917,-25.406312
Turdus_rufiventris,2016,105,70.1,,-50.171519,-29.478818
Turdus_rufiventris,2016,101,75.1,,-50.18545,-29.491353
Turdus_rufiventris,2017,98,73,,-51.737332,-30.057747
Turdus_rufiventris,2017,102,69,,-51.737332,-30.057747
Turdus_rufiventris,2002,113,83,,-51.302929,-30.051014
Turdus_rufiventris,2005,102,73.6,,-51.302929,-30.051014
Turdus_rufiventris,2016,103,73.5,,-50.18545,-29.491353
Turdus_rufiventris,2017,97,74.7,,-51.737332,-30.057747
Turdus_rufiventris,2007,119,,6.9,-49.285917,-25.406312
Turdus_rufiventris,2012,111,62,,-49.403256,-28.600583
Turdus_rufiventris,2007,,56,,-45.9,-23.350011
Turdus_rufiventris,2002,115,81,6.45,-52.53671,-32.538503
Turdus_rufiventris,2017,102,87.8,,-51.737332,-30.057747
Turdus_rufiventris,2003,122,69,6.15,-52.53671,-32.538503
Turdus_rufiventris,2001,119,76,5.95,-52.53671,-32.538503
Turdus_rufiventris,2016,103,70,,-50.171519,-29.478818
Turdus_rufiventris,2012,121,72,,-49.403256,-28.600583
Turdus_rufiventris,2012,117,74,,-49.403256,-28.600583
Turdus_rufiventris,2002,98,64.5,,-51.302929,-30.051014
Turdus_rufiventris,2012,115,75,,-49.403256,-28.600583
Turdus_rufiventris,2007,120.3,,7,-49.308679,-25.42167
Turdus_rufiventris,2009,106.1,,,-40.423528,-20.592528
Turdus_rufiventris,2004,107,78,,-49.356283,-25.583954
Turdus_rufiventris,2004,100,67,,-51.302929,-30.051014
Turdus_rufiventris,2007,116,,6.8,-49.285917,-25.406312
Turdus_rufiventris,2015,118,72,,-49.636667,-28.160833
Turdus_rufiventris,2004,113,80,6.56,-52.53671,-32.538503
Turdus_rufiventris,2007,,60,,-45.9,-23.350012
Turdus_rufiventris,2003,120,73,5.9,-52.53671,-32.538503
Turdus_rufiventris,2007,,55,,-45.9,-23.35001
Turdus_rufiventris,2007,119.8,,6,-49.308679,-25.42167
Turdus_rufiventris,2005,105,69.9,,-51.302929,-30.051014
Turdus_rufiventris,2002,105,67,,-51.302929,-30.051014
Turdus_rufiventris,2007,110.7,,6.7,-49.308679,-25.42167
Turdus_rufiventris,2017,106,74.2,,-51.737332,-30.057747
Turdus_rufiventris,2001,116,75,5.39,-52.53671,-32.538503
Turdus_rufiventris,2016,,76,,-50.178935,-29.482103
Turdus_rufiventris,2014,120,67,,-49.641667,-28.153056
Turdus_rufiventris,2012,115,71,,-49.403256,-28.600583
Turdus_rufiventris,2017,98,60,,-51.737332,-30.057747
Zonotrichia_capensis,2003,72,21,5.29,-52.53671,-32.538503
Zonotrichia_capensis,2015,66,23,,-48.4981,-27.4756
Zonotrichia_capensis,2005,64.5,20.5,,-51.302929,-30.051014
Zonotrichia_capensis,2010,63,20,6.65,-54.241637,-23.058797
Zonotrichia_capensis,2002,,21,,-49.348803,-25.589976
Zonotrichia_capensis,2016,,25,,-48.4981,-27.4756
Zonotrichia_capensis,2009,67.2,,,-40.423194,-20.595667
Zonotrichia_capensis,2010,64,,,-40.415361,-20.584639
Zonotrichia_capensis,2010,63,14,,-48.433333,-23.266667
Zonotrichia_capensis,2015,70,20,,-49.636667,-28.160833
Zonotrichia_capensis,2016,65,22.5,,-48.4981,-27.4756
Zonotrichia_capensis,2013,,19.68,,-48.992205,-25.49548
Zonotrichia_capensis,2004,,23,,-41.816667,-20.466667
Zonotrichia_capensis,2017,,21.2,,-47.543972,-22.396028
Zonotrichia_capensis,2010,70,17.5,,-48.433333,-23.266667
Zonotrichia_capensis,2017,64,21.1,,-48.4981,-27.4756
Zonotrichia_capensis,2017,62,21,,-48.4981,-27.4756
Zonotrichia_capensis,2012,,24.5,,-48.992205,-25.49548
Zonotrichia_capensis,2010,65,20,,-48.433333,-23.266667
Zonotrichia_capensis,2017,66,21,,-48.4981,-27.4756
Zonotrichia_capensis,2002,69.2,19,,-49.348803,-25.589976
Zonotrichia_capensis,2006,70.9,23,,-49.356283,-25.583954
Zonotrichia_capensis,2009,,,,-40.423528,-20.592528
Zonotrichia_capensis,2010,67.7,,,-40.414917,-20.585667
Zonotrichia_capensis,2017,66,22.2,,-48.4981,-27.4756
Zonotrichia_capensis,2011,64.1,18,,-40.418694,-20.580528
Zonotrichia_capensis,2002,68.3,20,,-49.348803,-25.589976
Zonotrichia_capensis,2015,70,22,,-49.636667,-28.160833
Zonotrichia_capensis,2009,,,,-40.423528,-20.592528
Zonotrichia_capensis,2010,62.6,,,-40.416722,-20.584694
Zonotrichia_capensis,2005,60,22,,-51.302929,-30.051014
Zonotrichia_capensis,2012,,19.5,,-47.543972,-22.396028
Zonotrichia_capensis,2002,70,24,,-49.348803,-25.589976
Zonotrichia_capensis,2016,66,26,,-48.4981,-27.4756
Zonotrichia_capensis,2017,65,21,,-48.4981,-27.4756
Zonotrichia_capensis,2016,67,19,,-49.636667,-28.160833
Zonotrichia_capensis,2015,72,13,,-49.636667,-28.160833
Zonotrichia_capensis,2004,70.8,21,,-49.356283,-25.583954
Zonotrichia_capensis,2016,,21,,-48.4981,-27.4756
Zonotrichia_capensis,2017,,22.2,,-48.4981,-27.4756
Zonotrichia_capensis,2002,,25,,-49.348803,-25.589976
Zonotrichia_capensis,2006,,23,,-41.733333,-20.483333
Zonotrichia_capensis,2011,63.8,21,,-40.417778,-20.583972
Zonotrichia_capensis,2013,,21.12,,-48.992205,-25.49548
Zonotrichia_capensis,2010,68,20,,-48.433333,-23.266667
Zonotrichia_capensis,2015,69,19,,-49.636667,-28.160833
Zonotrichia_capensis,2015,69,24,,-49.641667,-28.153056
Zonotrichia_capensis,2015,65,30,,-48.4981,-27.4756
Zonotrichia_capensis,2017,65,22,,-48.4981,-27.4756
Zonotrichia_capensis,2016,63,31,,-50.178935,-29.482103
Zonotrichia_capensis,2002,63.9,21,,-49.348803,-25.589976
Zonotrichia_capensis,2012,,19,,-47.543972,-22.396028
Zonotrichia_capensis,2012,,20.5,,-47.543972,-22.396028
Zonotrichia_capensis,2009,,,,-40.423528,-20.592528
Zonotrichia_capensis,2016,68,22,,-48.4981,-27.4756
Zonotrichia_capensis,2016,69,21,,-48.4981,-27.4756
Zonotrichia_capensis,2016,,23.3,,-50.178935,-29.482103
Zonotrichia_capensis,2017,65,21,,-48.4981,-27.4756
Zonotrichia_capensis,2003,59,16.5,,-51.302929,-30.051014
Zonotrichia_capensis,2016,56,22.6,,-50.178935,-29.482103
Zonotrichia_capensis,2016,59.5,21.1,,-50.178935,-29.482103
Zonotrichia_capensis,2014,74,21,,-49.645556,-28.165556
Zonotrichia_capensis,2017,63.5,18.5,,-48.4981,-27.4756
Zonotrichia_capensis,2013,,21.48,,-48.992205,-25.49548
Zonotrichia_capensis,2004,61,23,,-51.302929,-30.051014
Zonotrichia_capensis,2004,,21,,-41.816667,-20.466667
Zonotrichia_capensis,2015,71,21,,-49.636667,-28.160833
Zonotrichia_capensis,2010,63.9,,,-40.416861,-20.588917
Zonotrichia_capensis,2016,66,22,,-48.4981,-27.4756
Zonotrichia_capensis,2013,,18.5,,-47.543972,-22.396028
Zonotrichia_capensis,2017,64,26,,-48.4981,-27.4756
Zonotrichia_capensis,2015,68,22,,-48.4981,-27.4756
Zonotrichia_capensis,2014,73,21,,-49.645556,-28.165556
Zonotrichia_capensis,1997,65.8,21,,-48.422847,-25.356797
Zonotrichia_capensis,2011,67.5,24,,-40.417639,-20.581778
Zonotrichia_capensis,2005,66.5,20.9,,-51.302929,-30.051014
Zonotrichia_capensis,2009,66.5,,,-40.421322,-20.415332
Coereba_flaveola,2012,57.5,,,-40.423528,-20.592528
Coereba_flaveola,2003,62,11,3.58,-52.53671,-32.538503
Coereba_flaveola,2017,51,4,,-48.4981,-27.4756
Coereba_flaveola,2009,,,,-40.423194,-20.595667
Coereba_flaveola,2009,54.7,,,-40.423194,-20.595667
Coereba_flaveola,2013,51.9,,,-40.416667,-20.586417
Coereba_flaveola,2004,56,11,3.17,-52.53671,-32.538503
Coereba_flaveola,2011,57.9,,,-40.424917,-20.602917
Coereba_flaveola,2010,54.4,,,-40.426806,-20.59575
Coereba_flaveola,2009,54.6,,,-40.423528,-20.592528
Coereba_flaveola,2009,,,,-40.423194,-20.595667
Coereba_flaveola,2009,,,,-40.423231,-20.415212
Coereba_flaveola,2010,55.5,,,-40.412528,-20.579222
Coereba_flaveola,2010,52.7,,,-40.426806,-20.59575
Coereba_flaveola,2011,56.4,,,-40.416639,-20.583083
Coereba_flaveola,2004,57,11,3.33,-52.53671,-32.538503
Coereba_flaveola,2009,,,,-40.423231,-20.415212
Coereba_flaveola,2009,,,,-40.423194,-20.595667
Coereba_flaveola,2012,51.7,,,-40.423231,-20.415212
Coereba_flaveola,2009,51,,,-40.423194,-20.595667
Coereba_flaveola,1999,,9,,-39.1028,-16.65549
Coereba_flaveola,2010,,,,-40.426806,-20.59575
Coereba_flaveola,2009,,,,-40.423194,-20.595667
Coereba_flaveola,2010,51.4,,,-40.426806,-20.59575
Coereba_flaveola,2009,,,,-40.423528,-20.592528
Coereba_flaveola,2006,55.7,10,,-48.541493,-25.587558
Coereba_flaveola,2009,,,,-40.423528,-20.592528
Coereba_flaveola,2012,55.3,,,-40.423528,-20.592528
Coereba_flaveola,2011,51.2,,,-40.411194,-20.60225
Coereba_flaveola,2011,57.7,,,-40.410056,-20.573861
Coereba_flaveola,2012,,,,-40.423231,-20.415212
Coereba_flaveola,2012,56.2,,,-40.422556,-20.5945
Tangara_cayana,2010,71,17.5,,-35.18,-5.92
Tangara_cayana,2012,72,21.5,,-35.18,-5.92
Tangara_cayana,2014,75,20,5.1,-49.398056,-22.530694
Tangara_cayana,2013,71,20.5,,-35.144167,-6.741389
Tangara_cayana,2010,71.5,19,,-35.18,-5.92
Tangara_cayana,2015,80,21,6.6,-49.402289,-22.529975
Tangara_cayana,2009,73,20,7.2,-35.144167,-6.741389
Tangara_cayana,2009,75,21,8.1,-35.144167,-6.741389
Tangara_cayana,2011,,21,,-35.18,-5.92
Tangara_cayana,2012,73,17,,-35.18,-5.92
Tangara_cayana,2012,76,16.5,,-35.18,-5.92
Tangara_cayana,2009,77,19,,-48.433333,-23.266667
Tangara_cayana,2011,,20,,-35.144167,-6.741389
Tangara_cayana,2011,,21,,-35.18,-5.92
Tangara_cayana,2011,,19.5,,-35.18,-5.92
Tangara_cayana,2012,72.2,19.25,,-35.18,-5.92
Tangara_cayana,2011,76,20.5,,-35.18,-5.92
Tangara_cayana,2017,,20,,-47.543972,-22.396028
Tangara_cayana,2012,74,19.5,,-35.18,-5.92
Tangara_cayana,2013,74,18.25,,-35.18,-5.92
Tangara_cayana,2010,,,,-40.431389,-20.605556
Tangara_cayana,2010,73,20,,-35.18,-5.92
Tangara_cayana,2014,,19,,-35.18,-5.92
Tangara_cayana,2013,69,17.5,,-35.18,-5.92
Tangara_cayana,2017,76,24,7.2,-34.9532021832,-7.9964573463
Tangara_cayana,2014,,19.5,,-35.18,-5.92
Tangara_cayana,2009,70,19,6.3,-34.973484,-6.550309
Tangara_cayana,2009,75,20,8.8,-35.144167,-6.741389
Tangara_cayana,2014,,20,,-35.18,-5.92
Tangara_cayana,2012,71.62,19.5,,-35.18,-5.92
Tangara_cayana,2010,,16,,-35.144167,-6.741389
Tangara_cayana,2013,74,18.75,,-35.18,-5.92
Tangara_cayana,2012,74,21,,-35.18,-5.92
Tangara_cayana,1999,68,19,,-39.746772,-18.708027
Tangara_cayana,2012,72,19,,-35.126,-6.700556
Tangara_cayana,2006,64,20,6.1,-35.139925,-6.741965
Tangara_cayana,2006,71,20,6.7,-35.139925,-6.741965
Tangara_cayana,2012,76,19.65,,-35.18,-5.92
Tangara_cayana,2012,74,19,,-35.18,-5.92
Tangara_cayana,2010,72,20,,-35.144167,-6.741389
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2012,70.5,18.25,,-35.18,-5.92
Tangara_cayana,2011,68,18,,-35.18,-5.92
Tangara_cayana,2010,74,20,6.3,-35.144167,-6.741389
Tangara_cayana,2011,74.5,21,,-35.18,-5.92
Tangara_cayana,2011,70,17.8,,-35.18,-5.92
Tangara_cayana,2012,72.5,17.25,,-35.18,-5.92
Tangara_cayana,2009,,21,,-35.144167,-6.741389
Tangara_cayana,2012,69.5,21.5,,-35.18,-5.92
Tangara_cayana,2010,72,20,7.2,-35.144167,-6.741389
Tangara_cayana,1999,75,21,,-39.221283,-17.3042
Tangara_cayana,2009,70,24,7,-35.144167,-6.741389
Tangara_cayana,2012,71.62,18,,-35.18,-5.92
Tangara_cayana,2010,75,20,,-35.18,-5.92
Tangara_cayana,2011,74,19,,-35.18,-5.92
Tangara_cayana,2009,70,20,8,-35.144167,-6.741389
Tangara_cayana,2014,,22.7,,-35.18,-5.92
Tangara_cayana,2012,70,19,,-35.144167,-6.741389
Tangara_cayana,2011,70,21,,-35.18,-5.92
Tangara_cayana,2011,74,21,,-35.144167,-6.741389
Tangara_cayana,2016,54,22,7.6,-47.403056,-23.24
Tangara_cayana,2008,,20,8.7,-36.655833,-10.4
Tangara_cayana,2010,80,16,,-48.433333,-23.266667
Tangara_cayana,2011,74,19.25,,-35.18,-5.92
Tangara_cayana,2013,70,19.5,,-35.18,-5.92
Tangara_cayana,2012,70,20,,-35.18,-5.92
Tangara_cayana,2011,74,22,,-35.18,-5.92
Tangara_cayana,2011,,21.5,,-35.18,-5.92
Tangara_cayana,2013,,14.5,,-35.144167,-6.741389
Tangara_cayana,2014,76,17.5,,-35.18,-5.92
Tangara_cayana,2011,71,17,,-35.18,-5.92
Tangara_cayana,2013,75,17.25,,-35.18,-5.92
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2013,72,19.25,,-35.18,-5.92
Tangara_cayana,2013,70,20,,-35.144167,-6.741389
Tangara_cayana,2011,73,17,,-35.18,-5.92
Tangara_cayana,2009,74,20,8.1,-35.144167,-6.741389
Tangara_cayana,2014,,16.5,,-35.18,-5.92
Tangara_cayana,2011,70.5,19,,-35.18,-5.92
Tangara_cayana,2010,,,,-48.433333,-23.266667
Tangara_cayana,2012,,21,,-35.18,-5.92
Tangara_cayana,2009,76,20,7.5,-35.144167,-6.741389
Tangara_cayana,2013,,19.5,,-35.18,-5.92
Tangara_cayana,2010,70,18,,-35.18,-5.92
Tangara_cayana,2006,74,20,8.4,-35.139925,-6.741965
Tangara_cayana,2009,70,20,7.1,-35.144167,-6.741389
Tangara_cayana,2014,,20,,-35.18,-5.92
Tangara_cayana,2012,75,21,,-35.18,-5.92
Tangara_cayana,2011,,18,,-35.18,-5.92
Tangara_cayana,2011,71.5,22,,-35.18,-5.92
Tangara_cayana,2011,75,18,,-35.18,-5.92
Tangara_cayana,2009,,21,,-35.144167,-6.741389
Tangara_cayana,2012,61.6,17.25,,-35.18,-5.92
Tangara_cayana,2014,,20.25,,-35.18,-5.92
Tangara_cayana,2013,73.5,19.75,,-35.18,-5.92
Tangara_cayana,2009,70,20,7.8,-35.144167,-6.741389
Tangara_cayana,2010,,20,,-35.18,-5.92
Tangara_cayana,2012,72,18.7,,-35.18,-5.92
Tangara_cayana,2011,,20,,-35.18,-5.92
Tangara_cayana,2014,,15.7,,-35.18,-5.92
Tangara_cayana,2012,72,20.5,,-35.18,-5.92
Tangara_cayana,2013,73,20,,-35.144167,-6.741389
Tangara_cayana,2011,,20,,-35.144167,-6.741389
Tangara_cayana,2009,69.5,20.5,9.7,-34.973484,-6.550309
Tangara_cayana,2011,75,20,,-35.18,-5.92
Tangara_cayana,2010,,20,,-35.144167,-6.741389
Tangara_cayana,2014,,19,,-35.18,-5.92
Tangara_cayana,2015,76,20,7.2,-49.402289,-22.529975
Tangara_cayana,2011,,19,,-35.144167,-6.741389
Tangara_cayana,2012,67,18,,-35.126,-6.700556
Tangara_cayana,2008,,,,-34.973484,-6.550309
Tangara_cayana,2013,,19.5,,-35.18,-5.92
Tangara_cayana,2012,73.5,21.5,,-35.18,-5.92
Tangara_cayana,2012,70,18,,-35.144167,-6.741389
Tangara_cayana,2011,72,18.9,,-35.18,-5.92
Tangara_cayana,2011,,20,,-35.144167,-6.741389
Tangara_cayana,2009,72,22,7.8,-35.144167,-6.741389
Tangara_cayana,2017,76,20,7.7,-49.398056,-22.530694
Tangara_cayana,2014,76,20.15,,-47.85306,-21.17113
Tangara_cayana,2010,75,19,7.3,-35.144167,-6.741389
Tangara_cayana,2012,70,18,,-35.18,-5.92
Tangara_cayana,2014,,19.5,,-35.18,-5.92
Tangara_cayana,2013,77,18.75,,-35.18,-5.92
Tangara_cayana,2011,73,20.5,,-35.18,-5.92
Tangara_cayana,2010,74.5,17.5,,-35.18,-5.92
Tangara_cayana,2016,67,18,7.7,-34.9532021832,-7.9964573463
Tangara_cayana,2014,,19.5,,-35.18,-5.92
Tangara_cayana,2012,69,18,,-35.126,-6.700556
Tangara_cayana,2011,72,20.5,,-35.18,-5.92
Tangara_cayana,2016,67,20,9.6,-34.9532021832,-7.9964573463
Tangara_cayana,2014,,17.5,,-35.18,-5.92
Tangara_cayana,2006,74,20,7.3,-35.139925,-6.741965
Tangara_cayana,2009,69,18,8.1,-35.144167,-6.741389
Tangara_cayana,2009,81,18,7.3,-35.144167,-6.741389
Tangara_cayana,2012,72,19.3,,-35.18,-5.92
Tangara_cayana,2013,,18,,-35.18,-5.92
Tangara_cayana,2011,74.5,19,,-35.18,-5.92
Tangara_cayana,2014,72,19,7.1,-49.398056,-22.530694
Tangara_cayana,2011,71,18,,-35.18,-5.92
Tangara_cayana,2008,73,20,7.6,-36.434444,-10.465278
Tangara_cayana,2010,75,,,-40.416861,-20.588917
Tangara_cayana,2014,,21.75,,-35.18,-5.92
Tangara_cayana,2012,72,18.6,,-35.18,-5.92
Tangara_cayana,2009,76,20,,-48.433333,-23.266667
Tangara_cayana,2011,73,18.7,,-35.18,-5.92
Tangara_cayana,2012,76.1,,,-40.421322,-20.415332
Tangara_cayana,2010,70,19,,-35.18,-5.92
Tangara_cayana,2013,75,22.25,,-35.18,-5.92
Tangara_cayana,2014,,16.4,,-35.18,-5.92
Tangara_cayana,2011,,20,,-35.18,-5.92
Tangara_cayana,2011,74,20,,-35.18,-5.92
Tangara_cayana,2012,,18.5,,-35.18,-5.92
Tangara_cayana,2011,74,19.5,,-35.18,-5.92
Tangara_cayana,2009,71,20,6.8,-34.973484,-6.550309
Tangara_cayana,2011,71,20,,-35.18,-5.92
Tangara_cayana,2014,,16.5,,-35.18,-5.92
Tangara_cayana,2013,73.25,20,,-35.18,-5.92
Tangara_cayana,2014,,18.2,,-35.18,-5.92
Tangara_cayana,2009,,20,,-35.144167,-6.741389
Tangara_cayana,2011,,18,,-35.144167,-6.741389
Tangara_cayana,2011,71,19.5,,-35.18,-5.92
Tangara_cayana,2012,71,19,,-35.144167,-6.741389
Tangara_cayana,2013,71.5,19,,-35.18,-5.92
Tangara_cayana,2009,71,20,7.2,-35.144167,-6.741389
Tangara_cayana,2014,71.5,18.75,,-35.18,-5.92
Tangara_cayana,2012,68.5,17.75,,-35.18,-5.92
Tangara_cayana,2011,73,20,,-35.18,-5.92
Tangara_cayana,2012,70,17.5,,-35.18,-5.92
Tangara_cayana,2012,,17,,-35.18,-5.92
Tangara_cayana,2011,,17.5,,-35.18,-5.92
Tangara_cayana,2011,,17,,-35.144167,-6.741389
Tangara_cayana,1999,76,20.5,,-39.746772,-18.708027
Tangara_cayana,2013,70,22.5,,-35.18,-5.92
Tangara_cayana,2013,72,19.75,,-35.18,-5.92
Tangara_cayana,2010,69,20,,-35.144167,-6.741389
Tangara_cayana,2012,76.5,20.5,,-35.18,-5.92
Tangara_cayana,2011,70,18,,-35.144167,-6.741389
Tangara_cayana,2014,74,20.75,,-35.18,-5.92
Tangara_cayana,2009,70,13,7.1,-35.144167,-6.741389
Tangara_cayana,2011,67,19,,-35.144167,-6.741389
Tangara_cayana,2013,,20.65,,-35.18,-5.92
Tangara_cayana,2011,,19,,-35.18,-5.92
Tangara_cayana,2012,75,16.5,,-35.18,-5.92
Tangara_cayana,2013,74,19,,-35.126,-6.700556
Tangara_cayana,2009,71,20,8.1,-35.144167,-6.741389
Tangara_cayana,2006,79,10,,-48.46,-23.29
Tangara_cayana,2013,,18.5,,-35.18,-5.92
Tangara_cayana,2010,,16,,-35.144167,-6.741389
Tangara_cayana,2010,,20,,-35.18,-5.92
Tangara_cayana,2010,70,18,,-35.18,-5.92
Tangara_cayana,2014,,21.55,,-35.18,-5.92
Tangara_cayana,2011,71.2,18,,-35.18,-5.92
Tangara_cayana,2006,73,20,8.6,-35.139925,-6.741965
Tangara_cayana,2012,,21,,-35.18,-5.92
Tangara_cayana,2011,,19.5,,-35.18,-5.92
Tangara_cayana,2011,75,18.25,,-35.18,-5.92
Tangara_cayana,2009,73,19,7.5,-35.144167,-6.741389
Tangara_cayana,2014,,17.6,,-35.18,-5.92
Tangara_cayana,2012,73,19.75,,-35.18,-5.92
Tangara_cayana,2013,68,16,,-35.18,-5.92
Tangara_cayana,2012,71.25,20.5,,-35.18,-5.92
Tangara_cayana,2012,,21,,-35.18,-5.92
Tangara_cayana,2014,,17,,-47.543972,-22.396028
Tangara_cayana,2011,,18,,-35.18,-5.92
Tangara_cayana,2010,73,18,8.4,-35.746496,-6.968757
Tangara_cayana,2012,,18,,-35.18,-5.92
Tangara_cayana,2014,,,,-35.18,-5.92
Tangara_cayana,2009,71,20,7.6,-35.144167,-6.741389
Tangara_cayana,2012,69,17.75,,-35.18,-5.92
Tangara_cayana,2014,,19.5,,-35.18,-5.92
Tangara_cayana,2009,73,19,8.8,-34.973484,-6.550309
Tangara_cayana,2012,73,19,,-35.126,-6.700556
Tangara_cayana,2012,70,17,,-35.144167,-6.741389
Tangara_cayana,2012,76,19.75,,-35.18,-5.92
Tangara_cayana,2011,72,20,,-35.18,-5.92
Tangara_cayana,2012,63,17,,-35.144167,-6.741389
Tangara_cayana,2012,73,,,-35.18,-5.92
Tangara_cayana,2010,,18,,-35.144167,-6.741389
Tangara_cayana,2010,74.5,17.5,,-35.18,-5.92
Tangara_cayana,2012,64,18.75,,-35.18,-5.92
Tangara_cayana,2014,75.25,20.75,,-35.18,-5.92
Tangara_cayana,2010,73,21.2,,-35.18,-5.92
Tangara_cayana,2012,73,18.5,,-35.18,-5.92
Tangara_cayana,2012,70,20,,-35.144167,-6.741389
Tangara_cayana,2010,73,19,7.3,-35.144167,-6.741389
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2011,75,22.5,,-35.18,-5.92
Tangara_cayana,2012,72.25,17.5,,-35.18,-5.92
Tangara_cayana,2008,68,20,7.4,-34.973484,-6.550309
Tangara_cayana,2011,70,18,,-35.18,-5.92
Tangara_cayana,2011,,20,,-35.144167,-6.741389
Tangara_cayana,2014,,19.2,,-35.18,-5.92
Tangara_cayana,2010,,18,,-35.18,-5.92
Tangara_cayana,2010,72,21,8.1,-35.144167,-6.741389
Tangara_cayana,2016,70,19,9,-34.9532021832,-7.9964573463
Tangara_cayana,2013,69,4,,-35.144167,-6.741389
Tangara_cayana,2010,,18,,-35.144167,-6.741389
Tangara_cayana,2010,79,21,,-48.433333,-23.266667
Tangara_cayana,2012,76,18.5,,-35.18,-5.92
Tangara_cayana,2010,67,18,,-35.144167,-6.741389
Tangara_cayana,2012,74,19.75,,-35.18,-5.92
Tangara_cayana,2012,70,18,,-35.144167,-6.741389
Tangara_cayana,2009,73.5,20,9,-34.973484,-6.550309
Tangara_cayana,2010,70,18,,-35.144167,-6.741389
Tangara_cayana,2011,75,18,,-35.18,-5.92
Tangara_cayana,2017,,18.9,,-47.543972,-22.396028
Tangara_cayana,2012,73,21,,-35.18,-5.92
Tangara_cayana,2011,,18,,-35.144167,-6.741389
Tangara_cayana,2013,76,17,,-35.126,-6.700556
Tangara_cayana,2011,72,18,,-35.18,-5.92
Tangara_cayana,2011,,22,,-47.543972,-22.396028
Tangara_cayana,2013,69.5,18.5,,-35.18,-5.92
Tangara_cayana,2010,69,18,,-35.144167,-6.741389
Tangara_cayana,2012,71,22,,-35.144167,-6.741389
Tangara_cayana,2012,70,18,,-35.18,-5.92
Tangara_cayana,2010,75,20,7.6,-35.144167,-6.741389
Tangara_cayana,2014,,18.3,,-35.18,-5.92
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2012,74,20.75,,-35.18,-5.92
Tangara_cayana,2012,69.5,20,,-35.18,-5.92
Tangara_cayana,2012,68,18,,-35.18,-5.92
Tangara_cayana,2010,,18,,-35.18,-5.92
Tangara_cayana,2013,,17,,-35.18,-5.92
Tangara_cayana,2013,73.25,20.5,,-35.18,-5.92
Tangara_cayana,2011,73,17.8,,-35.18,-5.92
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2014,,22.8,,-35.18,-5.92
Tangara_cayana,2013,74,20,,-35.18,-5.92
Tangara_cayana,2010,,20,,-35.144167,-6.741389
Tangara_cayana,2012,72,,,-35.18,-5.92
Tangara_cayana,2012,,17,,-35.18,-5.92
Tangara_cayana,2010,72,19,6.8,-35.144167,-6.741389
Tangara_cayana,2009,73,19,7,-35.144167,-6.741389
Tangara_cayana,2011,73,20.5,,-35.18,-5.92
Tangara_cayana,2013,,19.5,,-35.18,-5.92
Tangara_cayana,2010,,20,,-35.144167,-6.741389
Tangara_cayana,2010,78,18,,-35.18,-5.92
Tangara_cayana,2011,73,21.5,,-35.18,-5.92
Tangara_cayana,2017,,18.9,,-47.543972,-22.396028
Tangara_cayana,2011,71,17.5,,-35.18,-5.92
Tangara_cayana,2011,,19,,-35.18,-5.92
Tangara_cayana,2011,,20,,-35.144167,-6.741389
Tangara_cayana,2009,70,19,6.9,-35.144167,-6.741389
Tangara_cayana,2014,73,19,,-35.18,-5.92
Tangara_cayana,2006,69,22,8,-35.139925,-6.741965
Tangara_cayana,2017,72,19,9.7,-34.95615,-7.988219
Tangara_cayana,2011,,19.5,,-35.18,-5.92
Tangara_cayana,2008,71.5,19,7.9,-34.973484,-6.550309
Tangara_cayana,2011,74.5,19.2,,-35.18,-5.92
Tangara_cayana,2009,74,20,7.6,-35.144167,-6.741389
Tangara_cayana,2012,70,20.3,,-35.18,-5.92
Tangara_cayana,2012,74,20.15,,-35.18,-5.92
Tangara_cayana,2012,,17.25,,-35.18,-5.92
Tangara_cayana,2012,70.5,18.5,,-35.18,-5.92
Tangara_cayana,2012,75,20.5,,-35.18,-5.92
Tangara_cayana,2013,76,19,,-35.144167,-6.741389
Tangara_cayana,2010,,19,,-35.144167,-6.741389
Tangara_cayana,2014,74,21,,-35.18,-5.92
Tangara_cayana,2011,75,21,,-35.18,-5.92
Tangara_cayana,2008,71,20,6.4,-36.434444,-10.465278
Tangara_cayana,2011,72,19,,-35.18,-5.92
Tangara_cayana,2017,,19.5,10.75,-47.59813,-22.21768
Tangara_cayana,2014,,16.5,,-35.18,-5.92
Tangara_cayana,2010,,18,,-35.144167,-6.741389
Tangara_cayana,2014,72,17.5,,-35.18,-5.92
