ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
PI3101,Tangara_cayana,Thraupidae,Female,2011,11,SON,75,generic,,22.6,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,E103779
PI4770,Tangara_cayana,Thraupidae,Female,2012,5,MAM,71.5,generic,,20,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,Yes,E103779
PI7067,Tangara_cayana,Thraupidae,Male,2013,7,JJA,72,generic,,19,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,Yes,F26728
AR2361,Tangara_cayana,Thraupidae,Female,2013,1,DJF,,,,19,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E73585
AR1142,Tangara_cayana,Thraupidae,Female,2010,1,DJF,,,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E73540
PI6718,Tangara_cayana,Thraupidae,Male,2013,5,MAM,,,,21.5,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,F13317
PI4000,Tangara_cayana,Thraupidae,Female,2012,2,DJF,74,generic,,23.75,M.Pichorim,Parnamirim,Centro de Lançamento da Barreira do Inferno,-35.18,-5.92,2,no,E122140
MA1455,Ramphocelus_bresilius,Thraupidae,Female,2006,6,JJA,79,right,7.5,30.5,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,G20464
LI0371,Ramphocelus_bresilius,Thraupidae,Male,2007,1,DJF,,,,29,I.de Faria,Areias,,-44.683333,-20.6,918,,
CD0791,Ramphocelus_bresilius,Thraupidae,Female,2013,8,JJA,76.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423752,-20.595417,10,no,F-34403
MA1430,Ramphocelus_bresilius,Thraupidae,Female,2001,5,MAM,79,right,6.5,30,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43336
MA1406,Ramphocelus_bresilius,Thraupidae,Female,2000,4,MAM,77,right,7.6,26.5,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,Yes,G40329
EC0226,Ramphocelus_bresilius,Thraupidae,Female,1997,6,JJA,,,,,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 25411
MA1402,Ramphocelus_bresilius,Thraupidae,Male,1999,11,SON,84,right,,32,M.Alves,Presidente Kennedy,Praia das Neves,-40.970231,-21.232122,1,no,G37386
CD0779,Ramphocelus_bresilius,Thraupidae,Female,2010,11,SON,77.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412528,-20.579222,10,no,F-16527
MA1447,Ramphocelus_bresilius,Thraupidae,Female,2004,1,DJF,,,,33.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G51215
MA1436,Ramphocelus_bresilius,Thraupidae,Female,2001,7,JJA,80,right,7.1,26.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G44268
GB0025,Ramphocelus_bresilius,Thraupidae,Male,2015,1,DJF,82,generic,,31,G.Benedicto,Santos,CR3  Rio Jurubatuba/ Claudio,-46.305028,-23.883583,102,Yes,
EA0045,Ramphocelus_bresilius,Thraupidae,Male,2008,5,MAM,86,generic,13,34,E.Arantes,Neópolis,Fazenda Cadoi; Estaçao Aquicultura IBAMA,-36.655833,-10.4,28,Yes,F03360
MA1417,Ramphocelus_bresilius,Thraupidae,Female,2001,4,MAM,80,right,7.8,30,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,,G44241
MA1459,Ramphocelus_bresilius,Thraupidae,Female,2010,7,JJA,78,right,7.8,28.5,M.Alves,Itaboraí,Complexo Petroquímico do Rio de Janeiro COMPERJ,-42.807354,-22.660477,87,Yes,G63779
MA1456,Ramphocelus_bresilius,Thraupidae,Male,2009,10,SON,81,right,7.5,26,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,G59991
EC0297,Ramphocelus_bresilius,Thraupidae,Female,1997,7,JJA,83.6,right,,30,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 30359
MG0252,Ramphocelus_bresilius,Thraupidae,Male,2017,12,DJF,78.2,right,,32,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,Yes,F65623
MA1449,Ramphocelus_bresilius,Thraupidae,Male,2004,1,DJF,,,,27.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,Yes,G51220
LI0373,Ramphocelus_bresilius,Thraupidae,Female,2007,1,DJF,,,,26,I.de Faria,Rio Claro,,-44.083333,-22.65,551,,
LI0372,Ramphocelus_bresilius,Thraupidae,Male,2007,1,DJF,,,,29,I.de Faria,Rio Claro,,-44.083333,-22.65,551,,
MA1451,Ramphocelus_bresilius,Thraupidae,Male,2004,5,MAM,,,,31,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G53526
MA1404,Ramphocelus_bresilius,Thraupidae,Male,2000,4,MAM,82,right,,27,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,no,G40327
GB0076,Ramphocelus_bresilius,Thraupidae,Female,2015,1,DJF,77,generic,,28,G.Benedicto,Santos,CR2  Vale do Quilombo,-46.340917,-23.855861,142,no,
MA1424,Ramphocelus_bresilius,Thraupidae,Female,2001,5,MAM,78,right,6.9,30,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,Yes,G43329
CD0786,Ramphocelus_bresilius,Thraupidae,Female,2012,3,MAM,76,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423528,-20.592528,10,Yes,F-16555
MA1409,Ramphocelus_bresilius,Thraupidae,Male,2000,4,MAM,83,right,7.4,26,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,no,G40331
GB0101,Ramphocelus_bresilius,Thraupidae,Male,2015,1,DJF,80,generic,,32,G.Benedicto,Santos,CR2  Vale do Quilombo,-46.340917,-23.855861,142,no,
HA0196,Ramphocelus_bresilius,Thraupidae,Female,2009,2,DJF,72,generic,10.2,17,H.Araujo,Mataraca,Floresta de Restinga da Millenium,-34.973484,-6.550309,1,no,
MA1415,Ramphocelus_bresilius,Thraupidae,Male,2001,4,MAM,,,7,32,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43323
CD0767,Ramphocelus_bresilius,Thraupidae,Female,2010,10,SON,77,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416611,-20.589722,10,no,F-16509
MA1401,Ramphocelus_bresilius,Thraupidae,Male,1999,11,SON,80,right,,28,M.Alves,Presidente Kennedy,Praia das Neves,-40.970231,-21.232122,1,no,G37384
CD0760,Ramphocelus_bresilius,Thraupidae,Male,2010,9,SON,81.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.415752,-20.586806,10,no,F-16501
EC0280,Ramphocelus_bresilius,Thraupidae,Male,1997,7,JJA,87.2,right,,35,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 30354
EC0414,Ramphocelus_bresilius,Thraupidae,Male,1998,1,DJF,81.1,right,,30,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,H 34763
MA1468,Ramphocelus_bresilius,Thraupidae,Female,2016,10,SON,,,,31,M.Alves,Armação dos Búzios,Tucuns,-41.931636,-22.804856,,no,G82617
MA1457,Ramphocelus_bresilius,Thraupidae,Male,2009,10,SON,76,right,,27,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,G59990
MA1453,Ramphocelus_bresilius,Thraupidae,Female,2004,5,MAM,,,,25.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G53529
CD0777,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,80,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,F-16525
MA1465,Ramphocelus_bresilius,Thraupidae,Male,2012,12,DJF,83,right,8.4,28,M.Alves,Rio das Ostras,Reserva Biológica União,-42.033417,-22.424508,150,no,G72850
CD0755,Ramphocelus_bresilius,Thraupidae,Female,2010,5,MAM,79.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420636,-20.592037,10,Yes,F-16485
MA1405,Ramphocelus_bresilius,Thraupidae,Female,2000,4,MAM,81,right,7.6,30,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,Yes,G40328
EC0257,Ramphocelus_bresilius,Thraupidae,Male,1997,6,JJA,82,right,,32,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 25416
GB0094,Ramphocelus_bresilius,Thraupidae,Female,2015,1,DJF,79,generic,,28,G.Benedicto,Santos,CR2  Vale do Quilombo,-46.340917,-23.855861,142,no,
CD0753,Ramphocelus_bresilius,Thraupidae,Female,2009,9,SON,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,no,F-16468
HA0060,Ramphocelus_bresilius,Thraupidae,Female,2008,8,JJA,68,generic,11,16,H.Araujo,Mataraca,Floresta de Restinga da Millenium,-34.973484,-6.550309,1,Yes,
CD0768,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,78.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,Yes,F-16516
MA1442,Ramphocelus_bresilius,Thraupidae,Male,2004,1,DJF,,,,30.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G51209
MA1398,Ramphocelus_bresilius,Thraupidae,Male,1995,12,DJF,75,right,,29,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.246111,-22.580503,43,no,G25602
MA1403,Ramphocelus_bresilius,Thraupidae,Male,1999,11,SON,78,right,,,M.Alves,Porto Seguro,Trancoso,-39.1028,-16.65549,1,no,G40306
MA1426,Ramphocelus_bresilius,Thraupidae,Female,2001,5,MAM,81,right,7.1,27,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,Yes,G43331
MA1431,Ramphocelus_bresilius,Thraupidae,Female,2001,5,MAM,80,right,7,31,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43338
CD0759,Ramphocelus_bresilius,Thraupidae,Male,2010,9,SON,79.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.425164,-20.603475,7,no,F-16499
GB0451,Ramphocelus_bresilius,Thraupidae,Female,2015,3,MAM,80,generic,,,G.Benedicto,Guarujá,CR5,-46.233611,-23.956417,1,no,
MF0528,Ramphocelus_bresilius,Thraupidae,Female,2002,10,SON,,,11.7,37,M.Francisco,Cananéia,Parque Estadual da Ilha do Cardoso,-47.931944,-25.096389,236,,E45682
CD0780,Ramphocelus_bresilius,Thraupidae,Male,2011,2,DJF,75.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.411778,-20.576694,10,no,F-16529
GB0075,Ramphocelus_bresilius,Thraupidae,Female,2015,1,DJF,77,generic,,30,G.Benedicto,Santos,CR2  Vale do Quilombo,-46.340917,-23.855861,142,no,
CD0773,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,79.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412528,-20.579222,10,no,F-16521
MA1400,Ramphocelus_bresilius,Thraupidae,Male,1996,11,SON,81,right,8.9,29,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,G25639
MF0527,Ramphocelus_bresilius,Thraupidae,Female,2002,10,SON,,,12,38,M.Francisco,Cananéia,Parque Estadual da Ilha do Cardoso,-47.931944,-25.096389,236,,E45681
MA1458,Ramphocelus_bresilius,Thraupidae,Male,2009,12,DJF,83,right,7.8,31,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.662676,-22.2781,1,no,G72765
CD0785,Ramphocelus_bresilius,Thraupidae,Female,2011,9,SON,82.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.418083,-20.584306,10,no,F-16541
CD0781,Ramphocelus_bresilius,Thraupidae,Female,2011,2,DJF,73.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.411778,-20.576694,10,no,F-16530
CD0793,Ramphocelus_bresilius,Thraupidae,Female,2013,9,SON,76.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.415583,-20.587667,10,no,F-34407
CD0784,Ramphocelus_bresilius,Thraupidae,Female,2011,2,DJF,78.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410056,-20.573861,4,no,F-16534
CD0783,Ramphocelus_bresilius,Thraupidae,Female,2011,2,DJF,74.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410056,-20.573861,4,Yes,F-16533
CD0774,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,77.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,F-16522
EC0282,Ramphocelus_bresilius,Thraupidae,Female,1997,7,JJA,,,,32,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 30356
CD0766,Ramphocelus_bresilius,Thraupidae,Female,2010,10,SON,80.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416611,-20.589722,10,no,F-16508
CD0769,Ramphocelus_bresilius,Thraupidae,Female,2010,11,SON,74.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412528,-20.579222,10,no,F-16517
CD0765,Ramphocelus_bresilius,Thraupidae,Female,2010,10,SON,76.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416611,-20.588944,10,no,F-16507
MA1466,Ramphocelus_bresilius,Thraupidae,Female,2013,9,SON,80,right,7.8,28,M.Alves,Araruama,Parque Estadual da Costa do Sol,-42.292397,-22.937641,1,no,G63932
MA1441,Ramphocelus_bresilius,Thraupidae,Female,2004,1,DJF,,,,26,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,Yes,G51208
MA1435,Ramphocelus_bresilius,Thraupidae,Male,2001,7,JJA,85,right,6.6,27,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G44267
MA1399,Ramphocelus_bresilius,Thraupidae,Female,1996,2,DJF,72,right,,31,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.191562,-23.188225,170,no,G25604
MA1407,Ramphocelus_bresilius,Thraupidae,Male,2000,4,MAM,81,right,7.4,28,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,Yes,G22104
CD0795,Ramphocelus_bresilius,Thraupidae,Male,2011,1,DJF,77,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.411778,-20.576694,10,no,G-82392
MA1418,Ramphocelus_bresilius,Thraupidae,Female,2001,4,MAM,79,right,8.2,30,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,,G44242
MA1437,Ramphocelus_bresilius,Thraupidae,Female,2001,7,JJA,85,right,6.8,37.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G44262
MA1397,Ramphocelus_bresilius,Thraupidae,Female,1995,12,DJF,78,right,,35,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.246111,-22.580503,43,no,G25601
CD0775,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,81,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,F-16523
GB0096,Ramphocelus_bresilius,Thraupidae,Male,2015,1,DJF,82,generic,,29,G.Benedicto,Santos,CR2  Vale do Quilombo,-46.340917,-23.855861,142,no,
EC0625,Ramphocelus_bresilius,Thraupidae,Male,1999,7,JJA,78.5,right,,38,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 35438
CD0772,Ramphocelus_bresilius,Thraupidae,Male,2010,11,SON,83,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412528,-20.579222,10,no,F-16520
MA1454,Ramphocelus_bresilius,Thraupidae,Male,2004,7,JJA,,,,29,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.193194,-22.848914,1,no,G53536
MA1471,Ramphocelus_bresilius,Thraupidae,Male,2017,1,DJF,84,right,,29.5,M.Alves,Saquarema,Jaconé,-42.611924,-22.933574,1,no,G79195
MA1445,Ramphocelus_bresilius,Thraupidae,Male,2004,1,DJF,,,,28.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,Yes,G51212
CD0789,Ramphocelus_bresilius,Thraupidae,Female,2013,8,JJA,72.6,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423639,-20.596806,10,no,F-34401
EC0069,Ramphocelus_bresilius,Thraupidae,Male,1997,1,DJF,82.8,right,,33,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 30963
CD0761,Ramphocelus_bresilius,Thraupidae,Male,2010,9,SON,83,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.415556,-20.587667,10,no,F-16502
EC0258,Ramphocelus_bresilius,Thraupidae,Male,1997,6,JJA,82,right,,38,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 25417
CD0794,Ramphocelus_bresilius,Thraupidae,Female,2009,9,SON,79.7,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,no,G-82310
MA1469,Ramphocelus_bresilius,Thraupidae,Male,2016,10,SON,,,,31,M.Alves,Armação dos Búzios,Tucuns,-41.931636,-22.804856,,no,G82618
MA1425,Ramphocelus_bresilius,Thraupidae,Male,2001,5,MAM,,,7.4,31,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43330
CD0764,Ramphocelus_bresilius,Thraupidae,Male,2010,10,SON,83.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.416861,-20.588917,10,no,F-16505
CD0757,Ramphocelus_bresilius,Thraupidae,Male,2010,5,MAM,81.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,no,F-16493
MA1467,Ramphocelus_bresilius,Thraupidae,Male,2016,4,MAM,81,right,8,28,M.Alves,Araruama,Parque Estadual da Costa do Sol,-42.292397,-22.937641,1,Yes,G63490
CD0782,Ramphocelus_bresilius,Thraupidae,Female,2011,2,DJF,78.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.411222,-20.575917,,Yes,F-16532
LI0374,Ramphocelus_bresilius,Thraupidae,Female,2007,1,DJF,,,,27,I.de Faria,Rio Claro,,-44.083333,-22.65,551,,
CD0796,Ramphocelus_bresilius,Thraupidae,Female,2011,2,DJF,81,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.411222,-20.575917,,no,G-82393
MA1446,Ramphocelus_bresilius,Thraupidae,Male,2004,1,DJF,,,,28,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G51213
CD0776,Ramphocelus_bresilius,Thraupidae,Female,2010,11,SON,76.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,F-16524
MA1423,Ramphocelus_bresilius,Thraupidae,Male,2001,5,MAM,83,right,6.5,29,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43328
MA1427,Ramphocelus_bresilius,Thraupidae,Male,2001,5,MAM,80,right,6.9,28,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G43332
CD0771,Ramphocelus_bresilius,Thraupidae,Female,2010,11,SON,73,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412528,-20.579222,10,no,F-16519
MA1433,Ramphocelus_bresilius,Thraupidae,Female,2001,6,JJA,80,right,,25,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G44250
MA1443,Ramphocelus_bresilius,Thraupidae,Female,2004,1,DJF,,,,25,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G51210
CD0754,Ramphocelus_bresilius,Thraupidae,Female,2010,5,MAM,78.8,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420636,-20.592037,10,Yes,F-16484
CD0756,Ramphocelus_bresilius,Thraupidae,Female,2010,5,MAM,78.5,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420636,-20.592037,10,no,F-16486
MA1452,Ramphocelus_bresilius,Thraupidae,Male,2004,5,MAM,,,,26,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G53528
MG0251,Ramphocelus_bresilius,Thraupidae,Male,2017,12,DJF,83.25,right,,32.2,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,Yes,F65622
MA1444,Ramphocelus_bresilius,Thraupidae,Male,2004,1,DJF,,,,28.5,M.Alves,Iguaba Grande,Área de Proteção Ambiental de Sapiatiba,-42.1964,-22.85394,1,no,G51211
EC0253,Ramphocelus_bresilius,Thraupidae,Male,1997,6,JJA,82.3,right,,35,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,G 25412
CD0751,Ramphocelus_bresilius,Thraupidae,Female,2010,9,SON,77.9,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.425164,-20.603475,7,no,F-16466
CD0758,Ramphocelus_bresilius,Thraupidae,Male,2012,3,MAM,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,Yes,F-16493
CD0752,Ramphocelus_bresilius,Thraupidae,Male,2009,12,DJF,80.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,no,F-16467
MA1463,Ramphocelus_bresilius,Thraupidae,Male,2011,5,MAM,86,right,,29.5,M.Alves,Araruama,Parque Estadual da Costa do Sol,-42.292397,-22.937641,1,no,G63904
MA1438,Ramphocelus_bresilius,Thraupidae,Female,2001,7,JJA,83,right,6.7,29.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,G44272
MG0253,Ramphocelus_bresilius,Thraupidae,Female,2017,12,DJF,80.5,right,,31,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,Yes,F65624
MA1432,Ramphocelus_bresilius,Thraupidae,Female,2001,6,JJA,78,right,6.5,29.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,,G44248
MA1408,Ramphocelus_bresilius,Thraupidae,Female,2000,4,MAM,79,right,7.2,27,M.Alves,Maricá,Área de Proteção Ambiental de Maricá,-42.874163,-22.961388,11,,G40330
MA1416,Ramphocelus_bresilius,Thraupidae,Male,2001,4,MAM,82,right,7,29,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,,G43316
EC0139,Ramphocelus_bresilius,Thraupidae,Male,1997,3,MAM,85.1,right,,38,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,Yes,G 30978
MG0192,Myiobius_barbatus,Tyrannidae,Female,2016,10,SON,62.55,right,,8.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.650869,-25.286414,457,no,D160407
CB2078,Myiobius_barbatus,Tyrannidae,Male,2006,8,JJA,,,,12,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,D86661
EH0668,Myiobius_barbatus,Tyrannidae,Female,2000,10,SON,,,,10,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,D43057
EC2422,Myiobius_barbatus,Tyrannidae,Male,2004,5,MAM,58.4,right,,9,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 48373
MA1084,Myiobius_barbatus,Tyrannidae,Male,2004,10,SON,65,right,5.5,12,M.Alves,Guapimirim,Parque Estadual dos Três Picos,-42.918417,-22.481667,316,no,D58510
EC1787,Myiobius_barbatus,Tyrannidae,Female,2003,4,MAM,64,right,,10,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,C 48342
MF0283,Myiobius_barbatus,Tyrannidae,Male,2002,11,SON,65.6,right,,12,M.Francisco,Ubatuba,Parque Estadual da Serra do Mar Núcleo Picinguaba,-44.850694,-23.358056,175,,C47581
GM0726,Myiobius_barbatus,Tyrannidae,Female,2017,5,MAM,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,Yes,C63018
GM0671,Myiobius_barbatus,Tyrannidae,Female,2017,5,MAM,60,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,C63065
EC3913,Myiobius_barbatus,Tyrannidae,Male,2008,7,JJA,64.1,right,,12,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 61715
CB0047,Myiobius_barbatus,Tyrannidae,Female,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.396673,-23.947513,665,,D82205
MG0183,Myiobius_barbatus,Tyrannidae,Male,2016,4,MAM,66.3,right,,13,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.656101,-25.279147,270,no,C112607
CB2586,Myiobius_barbatus,Tyrannidae,Male,2007,2,DJF,,,,12,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,C48725
CB2587,Myiobius_barbatus,Tyrannidae,Male,2007,2,DJF,,,,12,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,C48727
EC1412,Myiobius_barbatus,Tyrannidae,Female,2002,9,SON,55,right,,10,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,C 44578
EH1183,Myiobius_barbatus,Tyrannidae,Male,2001,1,DJF,,,,12,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,D43062
MG0182,Myiobius_barbatus,Tyrannidae,Male,2016,4,MAM,66.5,right,,12,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.656101,-25.279147,270,no,C112606
