ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
EH1094,Habia_rubica,Cardinalidae,Male,2000,11,SON,,,9.7,36,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34379
EH1088,Habia_rubica,Cardinalidae,Male,2000,9,SON,,,,35,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,H34351
GM0617,Habia_rubica,Cardinalidae,Female,2017,1,DJF,80.8,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,G  130240
PN0498,Habia_rubica,Cardinalidae,Male,2016,3,MAM,97,generic,9.9,35,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,no,F254123
EH1078,Habia_rubica,Cardinalidae,Male,2000,6,JJA,,,10.5,37,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34347
KF0390,Habia_rubica,Cardinalidae,Female,2012,10,SON,,,,31.25,K.Ferraz,Corumbataí,P2v (see Alexandrino et al. 2016),-47.60982,-22.292,614,,G95696
AR0802,Habia_rubica,Cardinalidae,Female,2001,12,DJF,,,,35,A.Ross,Santo Amaro da Imperatriz,Hotel Plaza Caldas da Imperatirz  PEST,-48.810668,-27.73223,233,no,G 42695
MG0127,Habia_rubica,Cardinalidae,Female,2017,7,JJA,83.65,right,,35.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.675863,-25.301518,290,no,F65653
MA0818,Habia_rubica,Cardinalidae,Male,2006,10,SON,95,right,8.3,36,M.Alves,Cachoeiras de Macacu,Parque Estadual Três Picos,-42.575483,-22.417983,1106,no,G53789
AI0571,Habia_rubica,Cardinalidae,Female,2008,9,SON,90,right,7.17,32,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,67517
VC1555,Habia_rubica,Cardinalidae,Male,2010,9,SON,,,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,F23377
PR0242,Habia_rubica,Cardinalidae,Female,2002,8,JJA,90,left,10.7,,A.Piratelli,Miguel Pereira,Fazenda Igapira,-42.38333,-22.5,120,Yes,G 33059
PN0480,Habia_rubica,Cardinalidae,Female,2013,7,JJA,89,generic,9.7,28,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,no,F21442
AR2835,Habia_rubica,Cardinalidae,Male,2007,12,DJF,101,right,12.5,37,A.Ross,Murici,ESEC Murici Fazenda Bananeiras,-35.884722,-9.216667,438,no,F08417
CB2512,Habia_rubica,Cardinalidae,Female,2007,1,DJF,,,,35,C.Banks-Leite,Tapirai,,-47.405913,-23.96164,665,,G68534
CB2479,Habia_rubica,Cardinalidae,Female,2007,1,DJF,,,,30.5,C.Banks-Leite,Tapirai,,-47.377344,-23.957743,637,,G68527
AI0205,Habia_rubica,Cardinalidae,Male,2007,8,JJA,96,right,6.98,34,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,4219
EH1076,Habia_rubica,Cardinalidae,Male,2000,4,MAM,,,10.5,37.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34341
GB0440,Habia_rubica,Cardinalidae,Female,2015,6,JJA,90,generic,,34,G.Benedicto,Santos,CR4  Sítio Claudevan,-46.289722,-23.90525,1,no,
MG0132,Habia_rubica,Cardinalidae,Male,2017,4,MAM,96.35,right,,38.8,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,no,G132517
AR0772,Habia_rubica,Cardinalidae,Female,2001,11,SON,,,,31,A.Ross,Florianópolis,Morro da Lagoa,-48.474789,-27.585696,50,no,G 42664
AI0093,Habia_rubica,Cardinalidae,Male,2009,4,MAM,98,right,7.47,,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,67534
NM0051,Habia_rubica,Cardinalidae,Female,2013,10,SON,90,generic,,53,N.Paes;A.Macarrao,Juquitiba,Fundacao Lymington,-47.0125,-23.963889,891,no,G40084
AR2987,Habia_rubica,Cardinalidae,Female,2010,8,JJA,84,right,,33,A.Ross,Itatiaia,Casa do Pesquisador Parque Nacional de Itatiaia,-44.607931,-22.452726,830,no,F27156
KF0389,Habia_rubica,Cardinalidae,Male,2012,8,JJA,,,,34,K.Ferraz,Corumbataí,P2v (see Alexandrino et al. 2016),-47.60982,-22.292,614,,G95706
AR0377,Habia_rubica,Cardinalidae,Female,2001,2,DJF,82.7,right,11.5,34,A.Ross,Florianópolis,Morro da Lagoa,-48.474789,-27.585696,50,Yes,G 42664
EH1098,Habia_rubica,Cardinalidae,Male,2001,1,DJF,,,12.3,35,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34395
AI0438,Habia_rubica,Cardinalidae,Female,2008,3,MAM,83,right,7.95,30,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,4280
JN0167,Habia_rubica,Cardinalidae,Male,2013,11,SON,91,generic,,24,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108986
PR0351,Habia_rubica,Cardinalidae,Male,2004,9,SON,96,generic,11.3,30,A.Piratelli,Teresópolis,Parque Nacional Serra dos Orgaos,-42.98,-22.41,1007,no,G26345
JN0044,Habia_rubica,Cardinalidae,Female,2013,5,MAM,84,generic,,33.5,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108965
PC0613,Habia_rubica,Cardinalidae,Female,2013,4,MAM,,,,36,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G68883
AR0663,Habia_rubica,Cardinalidae,Male,2001,8,JJA,92.6,right,10.3,36,A.Ross,Florianópolis,UCAD  Trilha azul,-48.512518,-27.531353,228,no,G 46918
PS0063,Habia_rubica,Cardinalidae,Female,2011,11,SON,85,generic,,32,P.Serafini,Florianópolis,Esec Carijos,-48.498056,-27.475556,35,,G89633
JS0023,Habia_rubica,Cardinalidae,Female,2012,6,JJA,90,generic,,32,J.Zocche,Siderópolis,Proximidades da Subestação Eletrosul,-49.403256,-28.600583,155,no,H109305
MG0135,Habia_rubica,Cardinalidae,Male,2017,4,MAM,90.65,right,,35.3,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,no,G132552
AR0762,Habia_rubica,Cardinalidae,Male,2001,11,SON,,,,38,A.Ross,Florianópolis,Morro da Lagoa,-48.474789,-27.585696,50,no,G 42655
JN0047,Habia_rubica,Cardinalidae,Female,2013,5,MAM,86,generic,,33,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108968
GM0746,Habia_rubica,Cardinalidae,Female,2017,5,MAM,,,,29,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,
RB0066,Habia_rubica,Cardinalidae,Male,2014,6,JJA,90.98,right,8.41,34.83,R.Bobato,Guaraqueçaba,Guyra Farm,-48.34105,-25.14759,563,,
MA0908,Tachyphonus_cristatus,Thraupidae,Female,1996,9,SON,73,right,6.1,16,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,E22494
EC0277,Tachyphonus_cristatus,Thraupidae,Female,1997,7,JJA,68.1,right,,15,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,D 28926
MA0912,Tachyphonus_cristatus,Thraupidae,Male,2004,4,MAM,81,right,5.9,17.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.202778,-23.175,170,no,E55624
MA0911,Tachyphonus_cristatus,Thraupidae,Male,2001,6,JJA,80,right,5.2,18,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.193483,-23.182683,170,no,E47525
AR2462,Tachyphonus_cristatus,Thraupidae,Male,2013,2,DJF,83,right,,22,A.Ross,Mamanguape,Cabeça do boi Rebio Guaribas,-35.177922,-6.725132,152,no,E134237
EC4946,Tachyphonus_cristatus,Thraupidae,Male,2011,6,JJA,76.1,right,,17,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 125008
EC3659,Tachyphonus_cristatus,Thraupidae,Female,2007,9,SON,67.7,right,,17,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 73230
GM0354,Tachyphonus_cristatus,Thraupidae,Male,2016,4,MAM,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,E  168921
EA0297,Tachyphonus_cristatus,Thraupidae,Male,2009,11,SON,79,generic,6.9,21,E.Arantes,Capela,RVS Junco,-37.052089,-10.531875,83,,E95550
HA0251,Tachyphonus_cristatus,Thraupidae,Male,2009,4,MAM,76,generic,8.9,20,H.Araujo,Mataraca,Floresta de Restinga da Millenium,-34.973484,-6.550309,1,Yes,E91024
AR1984,Tachyphonus_cristatus,Thraupidae,Female,2012,1,DJF,,,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07955
EC2336,Tachyphonus_cristatus,Thraupidae,Female,2004,4,MAM,68.5,right,,15,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 59346
EC2339,Tachyphonus_cristatus,Thraupidae,Female,2004,4,MAM,69.4,right,,15,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 59349
EC2299,Tachyphonus_cristatus,Thraupidae,Male,2004,4,MAM,69.4,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 59337
EC4546,Tachyphonus_cristatus,Thraupidae,Male,2010,9,SON,72.9,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 93022
EC5443,Tachyphonus_cristatus,Thraupidae,Male,2012,7,JJA,80,right,,18,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 10721
MA0914,Tachyphonus_cristatus,Thraupidae,Female,2011,8,JJA,80,right,6.3,28.5,M.Alves,Rio das Ostras,Reserva Biológica União,-42.033417,-22.424508,150,no,F16317
GM0355,Tachyphonus_cristatus,Thraupidae,Male,2016,4,MAM,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,Yes,E  168920
MG0296,Tachyphonus_cristatus,Thraupidae,Female,2017,7,JJA,63.9,right,,14,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,no,D160450
EC1980,Tachyphonus_cristatus,Thraupidae,Male,2004,1,DJF,71.3,right,,18,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 59280
MG0295,Tachyphonus_cristatus,Thraupidae,Female,2017,7,JJA,67.75,right,,16.1,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,no,D160449
EC0936,Tachyphonus_cristatus,Thraupidae,Male,2002,1,DJF,75,right,,20,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 49686
AR2628,Tachyphonus_cristatus,Thraupidae,Male,2013,7,JJA,79,right,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E144813
HA0374,Tachyphonus_cristatus,Thraupidae,Male,2009,12,DJF,80,generic,10.6,21,H.Araujo,Mataraca,Floresta de Restinga da Millenium,-34.973484,-6.550309,1,no,E91087
EC3020,Tachyphonus_cristatus,Thraupidae,Female,2005,4,MAM,65.4,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 1387
AR1353,Tachyphonus_cristatus,Thraupidae,Female,2010,7,JJA,74,right,13.3,17,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07944
AR2184,Tachyphonus_cristatus,Thraupidae,Male,2012,6,JJA,83,right,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07973
EC3457,Tachyphonus_cristatus,Thraupidae,Male,2007,2,DJF,70.2,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 00116
EC5904,Tachyphonus_cristatus,Thraupidae,Male,2014,4,MAM,74.2,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 125145
AR1985,Tachyphonus_cristatus,Thraupidae,Male,2012,1,DJF,,,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07973
AR2114,Tachyphonus_cristatus,Thraupidae,Female,2012,4,MAM,73,right,,17,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07982
EC5800,Tachyphonus_cristatus,Thraupidae,Male,2014,2,DJF,71.2,right,,19,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 10742
EC1796,Tachyphonus_cristatus,Thraupidae,Female,2003,4,MAM,83.2,right,,21,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 20981
CG0309,Tachyphonus_cristatus,Thraupidae,Female,2008,11,SON,70,generic,,17.5,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,E85015
AR2627,Tachyphonus_cristatus,Thraupidae,Male,2013,7,JJA,80,right,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,Yes,D130069
GM0156,Tachyphonus_cristatus,Thraupidae,Male,2015,8,JJA,76,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,E  168920
EC3590,Tachyphonus_cristatus,Thraupidae,Female,2007,7,JJA,70.4,right,,16,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 73217
MG0297,Tachyphonus_cristatus,Thraupidae,Female,2017,7,JJA,60.9,right,,14.8,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.67189,-25.311564,134,no,D160451
AR2460,Tachyphonus_cristatus,Thraupidae,Male,2013,2,DJF,79,right,,19,A.Ross,Mamanguape,Cabeça do boi Rebio Guaribas,-35.177922,-6.725132,152,no,E134235
MA0913,Tachyphonus_cristatus,Thraupidae,Male,2006,3,MAM,79,right,,,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.202778,-23.175,170,Yes,D33499
MA0907,Tachyphonus_cristatus,Thraupidae,Male,1996,5,MAM,77,right,,17.5,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,E22470
EC2230,Tachyphonus_cristatus,Thraupidae,Male,2004,3,MAM,73.7,right,,17,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 59326
EC3019,Tachyphonus_cristatus,Thraupidae,Male,2005,4,MAM,73.1,right,,18,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 1385
AR1574,Tachyphonus_cristatus,Thraupidae,Male,2011,1,DJF,,,,23,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E72482
EC0295,Tachyphonus_cristatus,Thraupidae,Male,1997,7,JJA,73.1,right,,13,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,no,E 14665
MA0910,Tachyphonus_cristatus,Thraupidae,Female,2000,8,JJA,78,right,7.1,29,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.202778,-23.175,170,no,G44204
AR1461,Tachyphonus_cristatus,Thraupidae,Male,2010,10,SON,81,right,,,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E72482
AR2461,Tachyphonus_cristatus,Thraupidae,Female,2013,2,DJF,70,right,,18,A.Ross,Mamanguape,Cabeça do boi Rebio Guaribas,-35.177922,-6.725132,152,no,E134236
GM0138,Tachyphonus_cristatus,Thraupidae,Male,2015,8,JJA,75,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59222
GB0397,Tachyphonus_cristatus,Thraupidae,Female,2015,6,JJA,70,generic,,18,G.Benedicto,Santos,CR4  Sítio Claudevan,-46.289722,-23.90525,1,no,
AR1575,Tachyphonus_cristatus,Thraupidae,Female,2011,1,DJF,75,right,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,E68985
AR2164,Tachyphonus_cristatus,Thraupidae,Female,2012,4,MAM,75,right,,20,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,no,F07955
AR1493,Tachyphonus_cristatus,Thraupidae,Female,2010,11,SON,75,right,,17,A.Ross,Mamanguape,REBIO Guaribas Grid,-35.144167,-6.741389,151,Yes,F07955
CG0310,Tachyphonus_cristatus,Thraupidae,Male,2008,11,SON,77,generic,,19.5,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,E85016
EC1734,Tachyphonus_cristatus,Thraupidae,Male,2003,3,MAM,74.5,right,,18,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 00988
MA1143,Myrmotherula_axillaris,Thamnophilidae,Female,2004,11,SON,49,right,3.8,9,M.Alves,Cachoeiras de Macacu,Reserva Particular do Patrimônio Natural Reserva Ecológica de Guapiaçu REGUA,-42.737667,-22.4084,226,Yes,D58564
CD0678,Myrmotherula_axillaris,Thamnophilidae,Male,2012,5,MAM,50.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.422417,-20.588056,10,no,E-121854
MA1134,Myrmotherula_axillaris,Thamnophilidae,Male,1995,10,SON,52,right,,9.2,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.247778,-22.5825,43,no,D26602
MA1130,Myrmotherula_axillaris,Thamnophilidae,Female,1995,5,MAM,52,right,,8,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.304444,-22.544028,54,no,D26806
CG0105,Myrmotherula_axillaris,Thamnophilidae,Female,2008,7,JJA,50,generic,,8,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0819
MM0214,Myrmotherula_axillaris,Thamnophilidae,Male,2017,9,SON,51.22,right,8.23,8.5,J.Morante-Filho;I.Menezes;D.Faria,Belmonte,Fragmento florestal,-39.375253,-15.985593,126,,
CD0647,Myrmotherula_axillaris,Thamnophilidae,Female,2010,5,MAM,51,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420636,-20.592037,10,Yes,C-66168
CG0716,Myrmotherula_axillaris,Thamnophilidae,Male,2010,1,DJF,49,generic,,8.5,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C66026
RG0584,Myrmotherula_axillaris,Thamnophilidae,Male,2017,3,MAM,55,generic,8.6,8,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9445366915,-7.9938007267,60,Yes,
CA0255,Myrmotherula_axillaris,Thamnophilidae,Female,2015,11,SON,49,generic,5.1,6,C.Ferreira,Sooretama,Reserva Biológica de Sooretama,-40.15262778,-19.03415833,79,no,C79533
CG0765,Myrmotherula_axillaris,Thamnophilidae,Female,2010,1,DJF,52,generic,,8,C.Gatto,Santo Amaro,Tibiri,-38.79888,-12.55468,167,,C66031
MA1151,Myrmotherula_axillaris,Thamnophilidae,Female,2005,8,JJA,56,right,3.7,8.5,M.Alves,Mangaratiba,Reserva Ecológica do Rio das Pedras,-44.120167,-22.990433,497,no,D63984
CA0241,Myrmotherula_axillaris,Thamnophilidae,Female,2014,11,SON,46,generic,6,10,C.Ferreira,Sooretama,Reserva Biológica de Sooretama,-40.15262778,-19.03415833,79,no,D79989
ME0107,Myrmotherula_axillaris,Thamnophilidae,Female,2010,10,SON,51,generic,,10,M.Efe,Flexeiras,Serra do Ouro  ESEC Flexeira,-35.836134,-9.244383,359,,C74109
MA1164,Myrmotherula_axillaris,Thamnophilidae,Male,2015,3,MAM,52,right,3.7,8.9,M.Alves,Rio das Ostras,Reserva Biológica União,-42.047183,-22.421778,150,,C68470
CG0235,Myrmotherula_axillaris,Thamnophilidae,Male,2008,10,SON,52,generic,,8.5,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62843
AR2912,Myrmotherula_axillaris,Thamnophilidae,Male,2007,12,DJF,50.5,right,7.7,9,A.Ross,Murici,ESEC Murici Fazenda Bananeiras,-35.884722,-9.216667,438,Yes,D92436
ME0106,Myrmotherula_axillaris,Thamnophilidae,Male,2011,5,MAM,,,,11,M.Efe,Flexeiras,Serra do Ouro  ESEC Flexeira,-35.836134,-9.244383,359,,C74191
MA1160,Myrmotherula_axillaris,Thamnophilidae,Male,2014,2,DJF,51,right,3.9,8.2,M.Alves,Rio das Ostras,Reserva Biológica União,-42.047183,-22.421778,150,,2D6493
CD0660,Myrmotherula_axillaris,Thamnophilidae,Male,2011,12,DJF,47.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410611,-20.60252,,Yes,D-122007
CD0665,Myrmotherula_axillaris,Thamnophilidae,Female,2011,12,DJF,48.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.410252,-20.602917,,Yes,D-122013
CD0655,Myrmotherula_axillaris,Thamnophilidae,Male,2012,3,MAM,49.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,Yes,C-82416
CD0646,Myrmotherula_axillaris,Thamnophilidae,Male,2010,5,MAM,53.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.420636,-20.592037,10,Yes,C-66167
MA1165,Myrmotherula_axillaris,Thamnophilidae,Male,2015,3,MAM,53,right,3.5,8.6,M.Alves,Rio das Ostras,Reserva Biológica União,-42.047183,-22.421778,150,,C68471
MA1156,Myrmotherula_axillaris,Thamnophilidae,Female,2012,7,JJA,50,right,4.4,9,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.646325,-22.26745,1,no,E127274
CG0099,Myrmotherula_axillaris,Thamnophilidae,Female,2008,7,JJA,51,generic,,9,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0815
MA1144,Myrmotherula_axillaris,Thamnophilidae,Male,2004,11,SON,52,right,3.7,9,M.Alves,Cachoeiras de Macacu,Reserva Particular do Patrimônio Natural Reserva Ecológica de Guapiaçu REGUA,-42.737667,-22.4084,226,Yes,D58565
MA1139,Myrmotherula_axillaris,Thamnophilidae,Female,2003,2,DJF,51,right,,7.5,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.664975,-22.276078,1,no,D46916
RG0239,Myrmotherula_axillaris,Thamnophilidae,Male,2015,11,SON,51,generic,8.7,10,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9418676147,-8.0024407527,23,no,D152480
CD0671,Myrmotherula_axillaris,Thamnophilidae,Female,2010,1,DJF,47.7,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.424556,-20.591556,10,Yes,E-120832
MA1135,Myrmotherula_axillaris,Thamnophilidae,Male,1995,10,SON,51,right,,9.2,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.247778,-22.5825,43,no,D26603
CG0100,Myrmotherula_axillaris,Thamnophilidae,Male,2008,7,JJA,55,generic,,9,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,2D0816
RG0512,Myrmotherula_axillaris,Thamnophilidae,Male,2016,12,DJF,52,generic,10.2,9,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9445366915,-7.9938007267,60,no,C105320
CD0658,Myrmotherula_axillaris,Thamnophilidae,Male,2011,12,DJF,48.4,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.413521,-20.608861,7,no,D-122005
CD0675,Myrmotherula_axillaris,Thamnophilidae,Female,2010,5,MAM,,,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.423194,-20.595667,10,Yes,E-120848
CG0376,Myrmotherula_axillaris,Thamnophilidae,Female,2009,1,DJF,49,generic,,9,C.Gatto,Camacan,Sao Joao do Panelinha,-39.500511,-15.314456,231,,C62819
CD0644,Myrmotherula_axillaris,Thamnophilidae,Female,2010,11,SON,50.1,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.412861,-20.578417,10,no,2D-6994
MA1133,Myrmotherula_axillaris,Thamnophilidae,Male,1995,10,SON,53,right,,9,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.247778,-22.5825,43,no,D26601
CD0654,Myrmotherula_axillaris,Thamnophilidae,Female,2011,9,SON,50,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.429359,-20.622443,,no,C-77433
CD0677,Myrmotherula_axillaris,Thamnophilidae,Male,2012,5,MAM,49.2,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.422417,-20.588056,10,Yes,E-121853
RG0548,Myrmotherula_axillaris,Thamnophilidae,Female,2017,2,DJF,55,generic,8.9,7,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9418676147,-8.0024407527,23,Yes,C105323
MA1162,Myrmotherula_axillaris,Thamnophilidae,Male,2014,5,MAM,57,right,4,8,M.Alves,Rio das Ostras,Reserva Biológica União,-42.047183,-22.421778,150,,D109975
MA1152,Myrmotherula_axillaris,Thamnophilidae,Female,2005,8,JJA,49,right,3.4,8.5,M.Alves,Mangaratiba,Reserva Ecológica do Rio das Pedras,-44.120167,-22.990433,497,no,D63988
CD0676,Myrmotherula_axillaris,Thamnophilidae,Male,2012,5,MAM,50.3,generic,,,C.Duca,Guarapari,Parque Estadual Paulo Cesar Vinha,-40.422417,-20.588056,10,no,E-121852
MA1159,Myrmotherula_axillaris,Thamnophilidae,Male,2012,11,SON,59,right,3.4,9,M.Alves,Carapebus,Parque Nacional da Restinga de Jurubatiba,-41.646325,-22.26745,1,no,E127341
MA1150,Myrmotherula_axillaris,Thamnophilidae,Male,2005,8,JJA,51,right,3.5,8.5,M.Alves,Mangaratiba,Reserva Ecológica do Rio das Pedras,-44.120167,-22.990433,497,no,D63983
AR2850,Myrmotherula_axillaris,Thamnophilidae,Male,2007,12,DJF,50,right,8.4,7,A.Ross,Murici,ESEC Murici Fazenda Bananeiras,-35.884722,-9.216667,438,Yes,D92416
RG0378,Myrmotherula_axillaris,Thamnophilidae,Male,2016,6,JJA,50,generic,6.3,8,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9418676147,-8.0024407527,23,no,C105309
RG0184,Myrmotherula_axillaris,Thamnophilidae,Female,2015,10,SON,53,generic,5.3,9,R.Gusmao;J.Correia,Recife,Parque Estadual de Dois Irmãos,-34.9418676147,-8.0024407527,23,Yes,C105302
MA1167,Myrmotherula_axillaris,Thamnophilidae,Male,2015,7,JJA,52,right,4.9,8.2,M.Alves,Rio das Ostras,Reserva Biológica União,-42.047183,-22.421778,150,,D89874
MA1147,Myrmotherula_axillaris,Thamnophilidae,Female,2005,6,JJA,52,right,4.6,8.5,M.Alves,Casimiro de Abreu,Morro São João,-42.0464,-22.54815,213,no,D63966
